Clave	Nombre	1990	Homicidio	Operaciones legales y de guerra	1991	Homicidio2	Operaciones legales y de guerra 2	1992	Homicidio3	Operaciones legales y de guerra 3	1993	Homicidio4	Operaciones legales y de guerra 4	1994	Homicidio5	Operaciones legales y de guerra 5	1995	Homicidio6	Operaciones legales y de guerra 6	1996	Homicidio7	Operaciones legales y de guerra 7	1997	Homicidio8	Operaciones legales y de guerra 8	1998	Homicidio9	Operaciones legales y de guerra 9	1999	Homicidio10	Operaciones legales y de guerra 10	2000	Homicidio11	Operaciones legales y de guerra 11	2001	Homicidio12	Operaciones legales y de guerra 12	2002	Homicidio13	Operaciones legales y de guerra 13	2003	Homicidio14	Operaciones legales y de guerra 14	2004	Homicidio15	Operaciones legales y de guerra 15	2005	Homicidio16	Operaciones legales y de guerra 16	2006	Homicidio17	Operaciones legales y de guerra 17	2007	Homicidio18	Operaciones legales y de guerra 18	Criminal Rivalry Deaths	2008	Homicidio19	Operaciones legales y de guerra 19	Criminal Rivalry Deaths 2	2009	Homicidio20	Operaciones legales y de guerra 20	Criminal Rivalry Deaths 3	2010	Homicidio21	Criminal Rivalry Deaths 4
06009	Tecomåán	97	25	0	96	22	0	114	32	0	80	19	0	79	24	0	73	14	0	52	10	0	62	17	0	57	11	0	54	8	0	57	11	0	62	16	0	55	10	0	65	11	0	57	13	0	65	16	0	60	11	0	63	7	0	0	56	13	0	0	56	12	0	0	102	30	1
06010	Villa de åÁlvarez	20	2	0	22	1	0	34	10	0	31	7	0	23	5	0	27	4	0	25	4	0	34	4	0	18	4	0	20	4	0	21	2	0	34	6	0	28	4	0	46	9	0	29	5	0	29	4	0	23	1	0	36	5	0	0	38	2	0	1	38	4	0	0	50	17	0
07001	Acacoyagua	9	1	0	10	2	0	5	1	0	11	2	0	7	4	0	15	5	0	3	1	0	9	2	0	16	4	0	12	3	0	11	4	0	9	4	0	15	0	0	8	1	0	16	1	0	16	0	0	12	3	0	10	0	0	0	12	2	0	0	22	2	0	0	11	0	1
07002	Acala	17	2	0	15	3	0	8	1	0	10	4	0	16	8	0	10	4	0	7	3	0	15	3	0	17	1	0	11	3	0	8	1	0	16	2	0	19	4	0	18	2	0	11	0	0	12	0	0	15	0	0	8	0	0	3	8	0	0	2	15	1	0	3	17	2	7
07003	Acapetahua	22	6	0	22	11	0	24	10	0	28	10	0	23	10	0	23	15	0	26	11	0	31	13	0	33	17	0	20	6	0	27	10	0	22	0	0	13	6	0	18	7	0	18	4	1	17	2	0	21	8	0	11	0	0	0	21	6	0	0	21	3	0	7	16	2	2
07004	Altamirano	8	3	0	2	0	0	5	0	0	5	1	0	18	4	0	5	1	0	4	1	0	4	0	0	5	2	0	18	4	0	9	0	0	7	1	0	8	2	0	6	1	0	2	0	0	6	0	0	8	1	0	10	0	0	1	10	0	0	13	9	0	0	27	7	0	7
07005	Amatåán	8	3	0	15	8	0	5	1	0	5	3	0	8	3	0	7	5	0	7	3	0	7	0	0	12	1	0	7	0	0	12	4	0	14	1	0	5	0	0	15	2	0	8	4	0	11	0	0	7	0	0	10	1	0	2	18	0	0	10	14	2	0	0	27	1	4
07006	Amatenango de la Frontera	11	4	0	39	15	0	17	3	0	8	2	0	17	5	0	18	3	0	16	3	0	19	7	0	21	6	0	54	1	0	11	2	0	15	2	0	9	3	0	16	5	0	16	1	0	18	0	0	16	2	0	10	0	0	0	16	2	0	4	12	1	0	2	7	2	8
07007	Amatenango del Valle	2	1	0	10	6	0	10	5	0	6	3	0	1	0	0	6	3	0	6	4	0	13	9	0	7	4	0	4	1	0	5	1	0	4	2	0	13	2	0	4	3	0	5	1	0	5	0	0	6	2	0	4	0	0	0	4	2	0	0	5	2	0	10	2	0	16
07008	Angel Albino Corzo	3	0	0	3	0	0	16	2	0	7	0	0	13	2	0	27	8	0	26	8	0	28	8	0	30	10	0	21	7	0	15	2	0	17	0	0	19	4	0	9	4	0	11	2	0	18	4	0	8	1	0	13	1	0	4	12	1	0	37	8	1	0	12	15	3	56
07009	Arriaga	26	0	0	26	2	0	37	8	0	36	8	0	34	10	0	32	14	0	23	8	0	31	10	0	42	19	0	31	13	0	25	7	0	27	4	0	27	4	0	32	5	0	21	1	0	29	5	0	34	12	0	18	2	0	0	24	1	0	4	23	3	0	7	17	3	3
07010	Bejucal de Ocampo	0	0	0	3	1	0	2	0	0	2	1	0	1	0	0	3	0	0	1	0	0	4	1	0	4	0	0	6	0	0	2	0	0	2	0	0	4	1	0	4	0	0	1	1	0	3	0	0	7	1	0	6	0	0	0	6	0	0	11	7	0	0	4	4	0	12
07011	Bella Vista	11	3	0	8	6	0	6	4	0	12	5	0	6	1	0	14	2	0	12	2	0	9	3	0	2	1	0	6	1	0	11	4	0	4	0	0	8	2	0	4	1	0	6	1	0	4	0	0	3	1	0	7	0	0	0	4	0	0	0	14	1	0	4	10	0	13
07012	Berriozåábal	8	2	0	10	1	0	24	2	0	15	0	0	18	1	0	11	2	0	11	1	0	18	3	0	10	4	0	18	4	0	17	2	0	16	3	0	12	0	0	13	8	0	10	2	0	27	6	0	26	4	0	15	2	0	0	10	2	0	17	19	4	0	4	29	3	25
07013	Bochil	6	0	0	5	1	0	9	0	0	8	4	0	10	3	0	6	3	0	11	9	0	22	9	0	6	4	0	7	2	0	11	4	0	12	0	0	14	2	0	16	5	0	13	2	0	11	3	0	7	1	0	10	1	0	0	6	0	0	8	11	3	0	4	4	0	2
07014	El Bosque	4	2	0	8	3	0	5	1	0	3	0	0	8	3	0	11	2	0	3	2	0	17	1	0	7	3	0	17	3	0	12	9	0	7	0	0	8	3	0	7	2	0	7	1	0	3	1	0	4	1	0	8	0	0	3	6	2	0	8	4	0	0	47	7	0	61
07015	Cacahoatåán	12	0	0	17	3	0	13	3	0	16	3	0	15	5	0	15	6	0	16	3	0	17	3	0	41	15	0	14	3	0	18	4	0	23	0	0	20	6	0	21	5	0	21	5	0	23	3	0	27	8	0	14	1	0	0	17	1	0	0	22	10	0	3	23	1	10
07016	Catazajåá	12	3	0	13	2	0	8	3	0	8	3	0	7	2	0	22	6	0	11	4	0	13	1	0	14	1	0	8	3	0	14	1	0	15	0	0	21	2	0	2	0	0	12	3	0	10	0	0	12	1	0	6	1	0	0	7	1	0	4	12	0	0	9	13	0	10
07017	Cintalapa	43	13	0	35	7	0	44	12	0	32	11	0	32	13	0	43	16	0	39	13	0	51	10	0	51	23	0	43	7	0	42	4	0	37	2	0	25	7	0	31	8	0	24	0	0	31	13	0	33	9	0	37	1	0	0	33	2	0	3	40	10	0	1	39	2	0
07018	Coapilla	5	0	0	0	0	0	3	0	0	1	1	0	2	0	0	4	2	0	1	0	0	4	0	0	6	0	0	4	0	0	4	0	0	2	0	0	10	0	0	5	0	0	1	1	0	7	1	0	5	2	0	2	0	0	0	7	2	0	2	2	0	0	0	1	0	2
07019	Comitåán de DomÌÎnguez	50	14	0	47	10	0	51	13	0	45	11	0	75	28	0	68	12	0	63	12	0	47	11	0	77	14	0	52	13	0	54	4	0	56	0	0	57	1	0	72	9	0	63	5	1	71	5	0	64	14	0	47	0	0	13	70	1	0	23	94	15	0	25	76	2	41
07020	La Concordia	15	0	0	14	3	0	19	3	0	33	3	0	30	8	0	33	7	0	33	15	0	30	10	0	29	8	0	16	1	0	21	4	0	18	2	0	34	7	0	28	4	0	33	4	0	17	1	0	16	4	0	8	0	0	0	28	2	0	2	15	3	0	15	18	2	8
07021	Copainalåá	15	0	0	6	1	0	6	0	0	10	1	0	21	11	0	20	6	0	17	6	0	21	8	0	30	14	0	17	5	0	16	2	0	19	1	0	29	6	0	9	1	0	11	3	0	2	0	0	5	1	0	9	0	0	30	10	1	0	301	12	3	0	414	12	0	670
07022	Chalchihuitåán	2	2	0	2	2	0	10	2	0	0	0	0	1	1	0	5	3	0	7	1	0	2	2	0	10	3	0	1	0	0	2	1	0	4	3	0	5	1	0	6	1	0	9	2	0	11	1	0	4	0	0	10	0	0	2	23	1	0	4	13	3	0	0	6	1	5
07023	Chamula	15	6	0	11	6	0	19	2	0	11	2	0	19	13	0	18	12	0	8	3	0	30	11	0	21	8	0	14	6	0	17	5	0	12	0	0	36	7	0	25	7	0	15	3	0	31	3	0	30	9	0	16	2	0	1	13	2	0	9	17	5	0	46	8	0	69
07024	Chanal	4	0	0	3	3	0	6	3	0	2	1	0	6	4	0	6	0	0	2	1	0	7	2	0	8	4	0	5	1	0	3	0	0	5	0	0	2	0	0	3	0	0	2	0	0	1	0	0	8	3	0	5	1	0	4	9	1	0	2	4	0	0	0	1	0	0
07025	Chapultenango	1	0	0	2	0	0	4	0	0	6	0	0	1	1	0	10	5	0	6	3	0	6	3	0	1	0	0	6	2	0	4	1	0	1	1	0	5	0	0	2	0	0	3	0	0	1	0	0	4	0	0	4	0	0	0	4	0	0	6	2	0	0	4	1	0	0
07026	ChenalhÌ_	5	1	0	9	2	0	12	3	0	6	3	0	7	1	0	3	3	0	5	5	0	20	8	0	15	2	0	11	0	0	12	3	0	7	1	0	12	4	0	6	1	0	9	1	0	10	0	0	20	2	0	6	0	0	0	7	0	0	0	5	2	0	10	9	0	2
07027	Chiapa de Corzo	37	3	0	32	6	0	27	14	0	57	24	0	39	9	0	28	9	0	40	3	0	55	11	0	48	10	0	39	4	0	44	3	0	37	0	0	45	9	0	30	5	0	28	5	0	34	2	0	51	7	0	59	5	0	0	50	3	0	5	47	6	0	2	33	2	0
07028	Chiapilla	3	0	0	5	0	0	1	0	0	5	1	0	4	2	0	5	2	0	5	2	0	2	0	0	4	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	6	1	0	2	0	0	0	2	5	0	0	3	0	0	8
07029	ChicoasÌön	7	0	0	4	1	0	2	0	0	3	1	0	5	0	0	3	1	0	1	0	0	3	0	0	2	0	0	4	0	0	4	0	0	1	0	0	3	1	0	8	0	0	5	1	0	2	0	0	1	1	0	2	0	0	3	4	1	0	8	2	0	0	11	2	0	13
07030	Chicomuselo	14	3	0	32	16	0	7	4	0	16	10	0	14	5	0	20	6	0	20	7	0	17	8	0	14	8	0	17	8	0	11	3	0	13	2	0	14	2	0	10	2	0	16	2	0	10	2	0	14	3	0	18	0	0	3	16	3	0	12	7	2	0	69	11	1	55
07031	ChilÌ_n	19	3	0	26	5	0	15	1	0	26	4	0	26	9	0	31	6	0	27	5	0	33	9	0	26	5	0	22	7	0	30	4	0	39	3	0	30	14	0	31	8	0	33	5	0	30	7	0	35	8	0	29	2	0	1	37	4	0	20	50	14	0	36	35	5	58
07032	Escuintla	23	16	0	19	8	0	17	9	0	28	10	0	25	17	0	25	14	0	13	6	0	18	13	0	29	5	0	20	6	0	18	8	0	13	5	0	9	2	0	18	3	0	13	3	0	10	2	0	23	5	0	19	0	0	0	16	3	0	4	28	8	0	2	23	5	6
07033	Francisco LeÌ_n	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	3	0	0	2	0	0	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0	4	0	0	6	1	0	3	1	0	4	0	0	2	3	1	0	7	1	0	0	18	3	1	21
07034	Frontera Comalapa	31	6	0	36	12	0	31	14	0	31	14	0	29	10	0	48	8	0	37	8	0	32	6	0	41	16	0	21	3	0	32	12	0	29	3	0	32	10	0	26	7	0	21	0	0	32	7	0	25	5	0	17	0	0	4	33	3	0	52	25	5	0	56	29	5	100
07035	Frontera Hidalgo	8	0	0	11	2	0	6	0	0	8	0	0	7	1	0	8	1	0	12	5	0	9	3	0	5	1	0	6	2	0	8	1	0	7	0	0	10	2	0	9	1	0	5	1	0	9	4	0	2	1	0	9	1	0	0	8	0	0	0	6	2	0	0	10	1	1
07036	La Grandeza	1	0	0	2	1	0	0	0	0	1	0	0	3	0	0	1	1	0	4	0	0	1	0	0	3	0	0	1	0	0	3	0	0	9	0	0	2	0	0	3	0	0	3	0	0	4	0	0	1	0	0	2	0	0	0	0	0	0	4	5	2	0	0	5	0	0
07037	Huehuetåán	14	0	0	15	4	0	25	1	0	23	1	0	27	2	0	28	4	0	25	5	0	31	7	0	22	5	0	31	12	0	25	1	0	22	1	0	18	2	0	23	6	0	26	7	0	22	1	0	18	7	0	8	0	0	0	14	1	0	11	25	5	0	4	32	4	12
07038	Huixtåán	4	0	0	6	0	0	6	2	0	5	2	0	9	2	0	6	1	0	3	0	0	8	2	0	5	4	0	6	1	0	7	0	0	3	0	0	2	0	0	6	2	0	10	0	0	7	0	0	16	3	1	12	0	0	5	4	0	0	11	5	0	0	17	6	0	48
07039	Huitiupåán	13	5	0	17	13	0	8	2	0	14	4	0	13	7	0	27	0	0	38	0	0	23	0	0	16	0	0	14	5	0	10	6	0	14	2	0	10	4	0	16	4	0	8	2	0	9	1	0	13	5	0	12	0	0	136	5	0	0	1332	16	2	0	2230	17	0	2738
07040	Huixtla	34	9	0	31	11	0	49	17	0	32	13	0	41	13	0	40	13	0	28	9	0	45	11	0	48	13	0	39	13	0	44	17	0	31	2	0	41	10	0	27	11	0	32	11	0	31	4	0	51	16	0	38	4	0	0	30	9	0	0	38	12	0	2	49	11	3
07041	La Independencia	6	2	0	14	2	0	2	0	0	5	1	0	4	0	0	13	4	0	5	0	0	5	0	0	5	1	0	5	0	0	9	1	0	2	1	0	7	1	0	4	0	0	7	1	0	4	0	0	11	1	0	3	0	0	0	2	1	0	0	5	0	0	0	13	1	10
07042	Ixhuatåán	5	0	0	3	0	0	9	3	0	4	0	0	3	1	0	4	1	0	4	2	0	1	1	0	4	1	0	8	4	0	4	1	0	4	0	0	6	1	0	5	0	0	3	0	0	5	1	0	6	3	0	1	0	0	8	6	0	0	17	4	2	0	20	4	1	26
07043	Ixtacomitåán	4	1	0	5	0	0	3	0	0	3	0	0	4	1	0	5	1	0	8	2	0	5	0	0	3	1	0	4	0	0	4	0	0	2	0	0	5	0	0	6	0	0	2	0	0	2	0	0	8	1	0	3	0	0	0	2	1	0	5	3	0	0	2	4	0	0
07044	Ixtapa	7	2	0	8	3	0	1	1	0	6	3	0	9	4	0	6	2	0	2	0	0	6	2	0	9	1	0	5	1	0	5	0	0	4	0	0	8	1	0	7	0	0	12	0	0	7	0	0	5	1	0	4	0	0	0	18	0	0	0	2	0	0	1	3	0	0
07045	Ixtapangajoya	1	0	0	1	0	0	4	0	0	3	2	0	1	0	0	0	0	0	5	0	0	4	3	0	1	0	0	5	2	0	3	1	0	4	0	0	1	0	0	6	1	0	1	0	0	1	0	0	4	0	0	0	0	0	0	4	0	0	11	3	0	0	15	2	1	14
07046	Jiquipilas	11	3	0	23	2	0	20	3	0	18	1	0	19	1	0	20	4	0	15	7	0	13	1	0	21	9	0	9	2	0	14	2	0	19	3	0	10	0	0	13	5	0	20	2	0	15	3	0	19	4	0	12	0	0	0	22	1	0	11	14	4	0	24	22	3	53
07047	Jitotol	0	0	0	2	1	0	4	0	0	3	0	0	2	0	0	13	2	0	11	5	0	8	5	0	6	1	0	6	3	0	6	2	0	7	0	0	2	0	0	2	0	0	1	0	0	7	1	0	8	3	0	6	1	0	4	3	0	0	1	3	0	0	8	2	0	1
07048	Juåárez	18	1	0	21	2	0	21	3	0	14	2	0	13	5	0	10	3	0	26	5	0	15	6	0	12	4	0	12	3	0	12	2	0	5	0	0	7	0	0	9	1	0	11	0	0	18	1	0	16	3	0	16	1	0	1	8	0	0	13	17	4	0	4	18	1	9
07049	Larråáinzar	2	0	0	6	2	0	1	0	0	5	0	0	9	0	0	6	1	0	6	3	0	11	1	0	4	2	0	5	2	0	11	2	0	4	1	0	9	1	0	7	0	0	5	0	0	7	1	0	12	2	0	9	0	0	0	6	0	0	4	8	3	0	17	7	0	6
07050	La Libertad	5	0	0	2	0	0	2	0	0	2	0	0	9	0	0	5	2	0	2	0	0	2	1	0	3	1	0	4	0	0	2	2	0	9	1	0	5	0	0	2	1	0	1	0	0	7	2	0	1	0	0	6	0	0	5	3	1	0	44	4	1	0	47	6	0	29
07051	Mapastepec	36	4	0	26	3	0	33	4	0	28	7	0	27	4	0	33	7	0	24	4	0	38	10	0	63	29	0	37	13	0	26	4	0	18	5	0	19	9	0	25	8	0	21	2	0	32	6	0	48	14	0	25	3	0	4	37	4	0	10	32	8	0	1	20	0	1
07052	Las Margaritas	20	3	0	14	4	0	15	3	0	24	3	0	26	1	0	30	5	0	31	6	0	26	6	0	41	8	0	30	5	0	18	4	0	21	1	0	22	3	0	25	3	0	33	1	0	34	4	0	35	3	0	37	1	0	1	23	1	0	22	21	3	0	13	31	0	20
07053	Mazapa de Madero	3	0	0	2	0	0	6	0	0	2	0	0	7	1	0	4	0	0	6	1	0	4	2	0	2	0	0	2	0	0	2	0	0	5	0	0	10	2	0	1	0	0	4	0	0	7	0	0	3	0	0	3	0	0	0	3	0	0	3	5	0	0	33	1	0	35
07054	Mazatåán	4	0	0	17	1	0	10	3	0	11	2	0	16	6	0	25	9	0	14	0	0	20	2	0	16	2	0	19	4	0	19	4	0	15	1	0	18	8	0	12	4	0	12	3	0	25	1	0	25	5	0	14	1	0	0	17	4	0	2	18	4	0	9	22	4	24
07055	Metapa	3	0	0	6	1	0	1	0	0	4	0	0	8	0	0	7	1	0	4	0	0	2	1	0	2	0	0	6	1	0	5	0	0	2	0	0	5	0	0	2	0	0	1	0	0	2	0	0	7	1	0	6	0	0	0	2	0	0	10	6	0	0	6	3	1	12
07056	Mitontic	4	2	0	8	7	0	3	2	0	2	1	0	12	2	0	3	1	0	5	4	0	6	5	0	3	0	0	4	2	0	4	2	0	1	0	0	5	2	0	4	0	0	4	1	0	5	1	0	4	1	0	5	0	0	0	2	0	0	1	3	0	0	0	1	0	0
07057	Motozintla	20	2	0	32	6	0	17	6	0	23	5	0	35	9	0	33	11	0	33	4	0	24	7	0	73	21	0	31	11	0	40	7	0	26	2	0	24	7	0	32	10	0	42	7	0	37	2	0	42	7	0	34	0	0	0	30	3	0	0	27	8	0	0	28	1	1
07058	Nicolåás RuÌÎz	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	3	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	3	0	0
07059	Ocosingo	25	5	0	44	13	0	45	21	0	42	12	0	54	30	0	52	16	0	43	21	0	54	22	0	45	21	0	40	15	0	43	9	0	46	3	0	38	17	0	34	8	0	40	7	0	43	4	0	57	9	0	45	5	0	0	43	6	0	3	43	14	0	1	59	6	5
07060	Ocotepec	3	1	0	7	1	0	1	0	0	3	0	0	5	0	0	8	1	0	8	3	0	4	0	0	3	0	0	2	0	0	2	0	0	9	0	0	3	0	0	9	1	0	5	0	0	4	1	0	10	2	0	8	0	0	0	5	1	0	5	7	2	0	5	11	1	5
07061	Ocozocoautla de Espinosa	30	4	0	34	3	0	20	3	0	20	1	0	50	17	0	38	20	0	36	8	0	49	8	0	34	14	0	44	16	0	38	8	0	32	3	0	26	3	0	26	9	0	27	1	0	27	2	0	48	15	0	43	3	0	0	48	4	0	5	40	6	0	8	40	3	20
07062	Ostuacåán	14	1	0	7	2	0	5	0	0	11	1	0	12	5	0	12	3	0	7	4	0	12	6	0	7	0	0	17	4	0	12	2	0	2	0	0	16	3	0	10	1	0	11	1	0	17	7	0	9	2	0	32	1	0	0	16	3	0	0	12	3	0	3	6	1	13
07063	Osumacinta	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	4	0	0	0	0	0	2	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	4	0	0	1	1	0	0	10	0	0	40
07064	Oxchuc	3	0	0	12	4	0	14	3	0	13	1	0	23	6	0	17	6	0	12	8	0	13	5	0	11	3	0	13	6	0	9	2	0	11	4	0	14	5	0	12	2	0	9	1	0	11	1	0	10	0	0	12	0	0	0	20	1	0	6	16	3	0	17	17	0	7
07065	Palenque	28	1	0	34	3	0	32	2	0	56	7	0	47	13	0	47	9	0	65	18	0	74	16	0	62	28	0	46	20	0	50	14	0	51	3	0	49	15	0	41	11	0	67	10	0	51	11	0	67	18	0	47	4	0	0	51	5	0	4	50	6	0	0	51	5	8
07066	PantelhÌ_	4	0	0	3	3	0	2	2	0	1	0	0	7	3	0	8	1	0	3	1	0	9	7	0	14	10	0	8	4	0	4	3	0	7	2	0	6	2	0	5	1	0	2	0	0	10	1	0	8	3	0	4	3	0	5	4	1	0	3	15	7	0	3	11	1	1
07067	Pantepec	1	0	0	3	0	0	4	1	0	2	0	0	2	2	0	3	2	0	4	1	0	4	1	0	5	2	0	4	1	0	5	0	0	5	1	0	2	1	0	9	0	0	3	1	0	3	0	0	5	1	0	1	0	0	9	2	1	0	4	12	1	0	3	2	0	6
07068	Pichucalco	23	1	0	28	6	0	29	6	0	27	6	0	30	13	0	21	8	0	33	13	0	19	4	0	31	14	0	30	12	0	15	1	0	18	0	0	24	9	0	28	5	0	23	2	0	21	1	0	13	1	0	13	0	0	5	17	2	0	10	24	4	0	5	25	3	8
07069	Pijijiapan	28	2	0	29	8	0	39	10	0	29	11	0	53	10	0	35	12	0	40	16	0	23	5	0	59	12	0	36	11	0	39	15	0	24	4	0	27	13	0	22	6	0	31	5	0	30	3	0	26	7	0	23	3	0	3	31	10	0	6	30	7	0	1	29	2	11
07070	El Porvenir	7	0	0	5	1	0	2	1	0	1	1	0	8	4	0	8	2	0	5	1	0	4	1	0	4	0	0	7	0	0	7	0	0	8	0	0	6	1	0	6	0	0	2	1	0	7	2	0	5	1	0	11	0	0	26	6	2	0	20	4	1	0	19	4	0	33
07071	Villa Comaltitlåán	30	6	0	19	7	0	25	8	0	20	7	0	24	12	0	27	9	0	18	3	0	23	9	0	26	3	0	23	7	0	27	7	0	20	1	0	19	6	0	11	2	0	12	1	0	17	2	0	15	1	0	17	0	0	8	14	3	0	5	17	2	0	6	24	4	6
07072	Pueblo Nuevo Solistahuacåán	19	6	0	17	10	0	22	12	0	21	4	0	26	7	0	29	19	0	24	20	0	29	12	0	30	17	0	18	7	0	20	8	0	16	2	0	23	6	0	27	12	0	16	2	0	28	14	0	20	7	0	16	0	0	40	12	5	0	20	21	9	0	37	20	4	32
07073	RayÌ_n	2	0	0	2	1	0	0	0	0	3	1	0	2	0	0	5	2	0	2	0	0	2	1	0	7	2	0	6	1	0	3	1	0	4	0	0	3	0	0	4	1	0	3	0	0	2	0	0	3	1	0	3	0	0	1	1	0	0	1	6	0	0	0	1	0	2
07074	Reforma	16	1	0	23	3	0	24	8	0	28	4	0	37	6	0	22	7	0	31	8	0	30	11	0	23	8	0	27	5	0	24	9	0	15	3	0	30	6	0	27	5	0	13	4	0	22	0	0	37	8	0	27	2	0	1	22	1	0	0	27	4	0	0	31	4	3
07075	Las Rosas	12	2	0	20	4	0	9	2	0	15	2	0	22	1	0	23	7	0	17	4	0	16	4	0	20	7	0	20	5	0	19	3	0	12	0	0	15	2	0	19	3	0	14	2	0	14	1	0	18	6	0	17	3	0	8	8	0	0	3	18	5	0	5	12	1	3
07076	Sabanilla	4	0	0	9	1	0	2	0	0	12	7	0	8	1	0	10	2	0	8	4	0	14	1	0	17	3	0	8	0	0	8	3	0	12	1	0	10	2	0	8	0	0	16	0	0	13	0	0	11	2	0	16	1	0	7	23	3	0	7	17	2	0	6	20	1	4
07077	Salto de Agua	17	4	0	14	1	0	16	2	0	23	9	0	21	6	0	45	16	0	22	9	0	21	7	0	25	8	0	25	10	0	10	1	0	29	3	0	18	7	0	23	5	0	17	2	0	23	1	0	26	8	0	18	1	0	12	8	1	0	12	23	4	0	6	22	1	23
07078	San CristÌ_bal de las Casas	49	11	0	43	11	0	55	9	0	88	31	0	79	27	0	86	22	0	66	29	0	87	17	0	101	32	0	90	25	0	92	15	0	102	20	0	89	23	0	89	9	0	63	8	0	66	0	0	89	20	0	76	4	0	6	60	5	0	3	65	13	0	12	77	3	7
07079	San Fernando	7	2	0	12	2	0	13	5	0	14	2	0	15	8	0	17	2	0	18	4	0	18	4	0	17	5	0	10	1	0	19	0	0	14	1	0	15	2	0	14	0	0	5	0	0	12	1	0	11	2	0	12	0	0	7	11	0	0	4	12	0	0	1	14	2	5
07080	Siltepec	9	4	0	10	5	0	11	7	0	20	12	0	12	5	0	30	10	0	24	6	0	22	3	0	26	1	0	13	0	0	9	1	0	14	2	0	15	2	0	22	5	0	21	5	0	25	2	0	22	9	0	25	1	0	16	21	3	0	15	14	4	0	12	20	3	21
07081	Simojovel	21	6	0	25	10	0	18	6	0	19	11	0	13	4	0	17	2	0	29	0	0	29	1	0	18	1	0	30	16	0	19	8	0	25	2	0	24	4	0	10	5	0	13	2	0	24	8	0	14	3	0	7	1	0	14	19	3	0	14	8	5	0	9	16	2	4
07082	Sitalåá	1	0	0	2	1	0	1	0	0	3	1	0	0	0	0	2	2	0	1	0	0	5	1	0	4	0	0	3	1	0	7	1	0	4	0	0	6	2	0	4	0	0	1	0	0	3	0	0	7	2	0	2	0	0	12	8	1	0	20	7	2	0	13	2	0	23
07083	Socoltenango	7	1	0	10	2	0	10	4	0	10	2	0	9	1	0	3	0	0	6	2	0	9	3	0	7	2	0	11	5	0	6	0	0	6	0	0	6	1	0	4	1	0	5	0	0	5	0	0	4	1	0	10	0	0	7	2	1	0	0	7	3	0	0	8	1	0
07084	Solosuchiapa	6	0	0	4	0	0	2	0	0	2	2	0	1	0	0	5	1	0	2	2	0	1	0	0	3	3	0	3	0	0	5	1	0	3	0	0	5	3	0	6	0	0	4	0	0	4	1	0	2	0	0	2	0	0	5	4	0	0	4	4	0	0	8	5	0	11
07085	SoyalÌ_	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	4	2	0	3	1	0	1	0	0	12	2	0	4	2	0	2	1	0	4	0	0	1	0	0	4	0	0	4	0	0	2	0	0	3	0	0	4	0	0	1	4	0	0	0	0	0	0	2	0	0	1
07086	Suchiapa	7	3	0	7	3	0	6	1	0	4	0	0	14	2	0	6	2	0	6	1	0	3	1	0	9	4	0	8	1	0	9	0	0	5	0	0	13	2	0	10	0	0	5	0	0	11	2	0	13	0	0	5	0	0	0	8	0	0	1	7	2	0	23	11	0	8
07087	Suchiate	41	1	0	44	7	0	39	1	0	39	1	0	37	3	0	39	10	0	31	4	0	29	7	0	54	19	0	44	19	0	29	9	0	22	0	0	41	19	0	34	13	0	23	3	0	30	7	0	32	17	0	30	4	0	25	29	12	0	99	55	17	0	115	67	17	151
07088	Sunuapa	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	2	2	0	1	0	0	2	2	0	0	0	0	3	0	0	1	0	0	1	1	0	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	2	4	0	0
07089	Tapachula	148	11	0	158	23	0	181	29	0	177	22	0	174	31	0	194	44	0	188	40	0	189	35	0	212	53	0	208	31	0	206	13	0	170	10	0	176	28	0	159	35	0	171	16	0	188	24	0	187	48	0	165	11	0	20	186	35	0	26	217	53	0	230	211	19	277
07090	Tapalapa	7	3	0	2	2	0	5	3	0	5	5	0	9	9	0	4	4	0	8	6	0	3	1	0	4	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	9	1	0	6	0	0	3	0	0	3	1	0	2	0	0	0	3	3	1	0	2	2	0	9
07091	Tapilula	11	0	0	8	2	0	5	0	0	4	0	0	5	0	0	16	3	0	7	3	0	4	1	0	5	4	0	15	2	0	9	3	0	4	0	0	4	1	0	3	1	0	9	1	0	3	1	0	5	0	0	6	1	0	0	4	1	0	6	7	4	0	8	4	0	1
