"","Lat","Lon","DocsPerMedUnit","AvEduc05","ReadWrite05","MissReadWrite05","IndLang05","MissIndLang05","PopMun06","Hom90","Hom91","Hom92","Hom93","Hom94","Hom95","Hom96","Hom97","Hom98","Hom99","Hom00","Hom01","Hom02","Hom03","Hom04","Hom05","Hom06","Hom07","Hom08","Hom09","Hom10","PartyMunBC","Inc06","StatePop06","StateHom06","StateGDP06","missIndDocsPerUnit","treated","Regions","clave"
"958",25.6737633,-100.4605976,5.2,8.9,0.951182642318544,0.00621262890644274,0.00971480786803251,2.13726372637264,261707.8,3.05160880816366,2.91528870687122,2.23250165205122,2.14095169584784,2.05661448350184,1.48400245355072,0.965577173755612,0.942933655188021,1.8426556353016,0.90068992848522,3.08334728180913,2.56849315068493,1.66545920874033,3.64744597727236,1.57901800870039,2.69338504632622,3.82105539078316,9.48696036272065,3.76887168273337,7.48662140754472,8.17980703091595,"PRI",1709.52546695207,4290125.2,3.72949488746855,744577817,FALSE,1,8,19048
"959",25.4269639,-100.1516828,2.8,8.7,0.950567434462084,0.00828974335444006,0.0105092966855295,1.11680911680912,38402.6,9.9396991584388,3.22757641287157,0,0,0,0,5.76169624337405,2.8379260436473,0,5.51161573015129,2.71650548734108,0,5.37033854614195,5.33954144018112,5.30909554248338,2.63949743968748,7.81197106445918,2.5694258874797,0,15.0178712668075,49.4205441201908,"PRI",3893.62746272388,4290125.2,3.72949488746855,744577817,FALSE,1,8,19049
"960",26.6597107,-99.9869346,0.6,6,0.932934131736527,0,0.00235155790711346,1.5,1881.4,0,0,0,0,0,0,0,0,0,0,0,47.4608448030375,0,0,0,0,0,52.5265258955773,0,0,152.20700152207,"PRI",11000.7712341873,4290125.2,3.72949488746855,744577817,FALSE,1,6,19050
"961",17.4369187,-96.6015104,2,5,0.752741774675972,0.00199401794616152,0.97678916827853,0,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,3565849.2,14.5827815713575,154530776,FALSE,0,0,20001
"962",18.5375878,-96.6053164,1.8,5.7,0.806190361639002,0.00106914708791062,0.124022317238502,0.0277485810384696,42854.6,57.9374275782155,34.6250796376832,9.19700913263007,18.3218974156964,18.2503399125809,31.8138435667863,22.6651496126526,15.8245017542591,29.3124208000938,13.493941220392,11.2160434285202,24.9248854588218,9.15620951238606,16.1887890323267,18.6944715773928,28.3373084279878,14.0008307159558,9.22462421187117,9.11788975559496,6.76019775831842,31.1908209869667,"PRI",0,3565849.2,14.5827815713575,154530776,FALSE,0,0,20002
"963",17.0270715,-95.9590192,1,4.8,0.71413612565445,0.0031413612565445,0.992283950617284,0.000518403317781234,2175,0,0,38.8772257211725,0,0,0,0,0,0,116.288084347624,0,0,0,0,91.3492280990226,0,0,44.3458980044346,85.6531049250535,0,80.1603206412826,"0",0,3565849.2,14.5827815713575,154530776,FALSE,0,0,20003
"964",17.9286234,-97.6755292,1,5.5,0.849230769230769,0.00153846153846154,0.00298953662182362,5.5,804.8,0,121.212121212121,0,0,0,0,0,0,115.233924867481,0,0,0,0,0,0,0,124.254473161034,0,0,0,0,"PRI",0,3565849.2,14.5827815713575,154530776,FALSE,0,0,20004
"965",16.507799,-95.048073,1.4,6.7,0.825834098561371,0.000612182430364249,0.494776399849681,0.00303812851283609,14500.6,20.8957303057742,75.3786061810457,47.204801402657,73.0169266511782,39.2131233252729,32.1812447705477,19.6342788329385,26.627967354112,27.0925617371751,34.467070161168,21.0541090602849,13.9989360808579,0,13.9252492619618,6.94434799516673,13.8523341182989,0,6.86662272028126,6.83723283512697,20.4242803845211,13.5584028201478,"PRI",0,3565849.2,14.5827815713575,154530776,FALSE,0,0,20005
"966",17.4580238,-97.2243386,4.2,7.2,0.893692696806829,0.00118558330698704,0.147108712413261,0.0246331236897275,15304.8,0,8.91408603875845,17.4088645938512,34.0176551630296,0,16.2614846735507,0,0,30.3799006577248,0,7.27537286285922,0,0,0,6.90140650664605,13.6276914690651,6.53389786210862,12.5520911783903,18.1133169105927,0,44.8933782267116,"PRI",0,3565849.2,14.5827815713575,154530776,FALSE,0,0,20006
"967",16.7601499,-96.7206091,1,3.3,0.684083044982699,0.00103806228373702,0.944482058226134,0.0025089605734767,3128,27.6701715550636,0,0,0,0,0,25.5323494867998,25.9659326963025,0,0,0,0,0,0,29.9706287837919,0,0,33.3444481493831,0,0,0,"0",1343.03452685422,3565849.2,14.5827815713575,154530776,FALSE,0,0,20007
"968",16.2974792,-95.7263036,1,5.2,0.782131661442006,0,0.0826952526799387,0.0555555555555556,727.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,3565849.2,14.5827815713575,154530776,FALSE,0,0,20008
"969",17.6728367,-96.1287731,1.5,5.3,0.786694825765575,0.000703977472720873,0.664273504273504,0.0018013381369017,6563.2,0,0,39.6667988893296,19.7745699031046,39.4321766561514,19.657951641439,19.2248538911104,37.6208570031225,73.6539736318774,0,17.6678445229682,0,0,0,15.7450560523995,30.6560392397302,45.709410043881,0,0,0,0,"PRI",0,3565849.2,14.5827815713575,154530776,FALSE,0,0,20009
"970",16.8013227,-95.1115341,2.7,7.8,0.892221572395355,0.000584844180800401,0.0409990962123079,0.0701402805611222,13472.8,26.0078023407022,92.9352325915412,16.4779936394945,32.157959899024,31.3976671533305,23.0043708304578,0,15.2683410947401,15.2346130408288,38.0025841757239,0,0,0,7.49748834140563,7.46915240058558,0,7.42236209251232,22.2113633334814,7.38530619479484,22.100749952115,7.34861845972957,"PRI",0,3565849.2,14.5827815713575,154530776,FALSE,0,0,20010
"971",17.5320621,-98.2781574,1,4.2,0.735582154515778,0.00217627856365615,0.3966065747614,0.00802139037433155,1089.6,0,0,0,79.2895654931811,0,77.0416024653313,230.450145951759,0,0,0,0,0,0,0,90.1713255184851,0,550.660792951542,89.11067545892,0,0,81.9672131147541,"0",0,3565849.2,14.5827815713575,154530776,FALSE,0,0,20011
"972",15.9262377,-96.491428,1,4.5,0.710500896922865,0.00469159652269905,0.625,0.010010649627263,8920.8,22.6449275362319,46.0278007916782,81.8828373572899,23.789133123989,96.7866821525358,24.6184145741014,23.7744282250012,80.4523721956602,33.3733813910025,32.3359489523153,20.9073803052478,42.5985090521832,21.7060994139353,77.4507634432397,45.1365380275333,0,56.0487848623442,0,21.2983472482535,0,20.2839756592292,"0",0,3565849.2,14.5827815713575,154530776,FALSE,0,0,20012
"973",16.8911771,-96.7682489,1,5.7,0.869865974924341,0.0012970168612192,0.0029673590504451,0.142857142857143,2606.6,28.5388127853881,29.2551635363642,0,0,0,0,0,0,0,33.685912551371,0,0,0,73.6919675755343,0,0,0,0,37.0947399658728,0,0,"PRI",2568.46313204941,3565849.2,14.5827815713575,154530776,FALSE,0,0,20013
"974",16.5612549,-95.0973974,5.3,8.1,0.894319866567828,0.000509636767976279,0.212223182210904,0.00321405613884723,24634.8,37.2977761200988,18.6403713161966,13.9738967608507,18.6233611442193,13.9611507711209,23.2579774862778,4.60121287971509,22.759549907141,18.0146098485872,17.8256296903688,8.82028665931643,4.35232980214309,4.29601244125203,25.4468034573724,8.37527952495414,12.4064348041851,24.3557893711335,7.97174812464625,15.6602355299424,3.84671605850086,11.3421550094518,"PRI",1567.51745498238,3565849.2,14.5827815713575,154530776,FALSE,0,0,20014
"975",16.5365094,-96.6653399,1,2.9,0.626669847328244,0.00262404580152672,0.570468242929995,0.00934579439252336,4848,51.0594842992086,119.708868032944,135.238696298968,127.757431223916,80.7069932609661,57.5153374233129,18.7497656279297,18.3459308725325,125.713875219999,87.9414661601238,0,17.7973944614508,0,19.0461679110163,19.7386601397497,61.4502253174928,0,0,0,42.1407501053519,0,"0",0,3565849.2,14.5827815713575,154530776,FALSE,0,0,20015
"976",17.2712655,-98.2741236,1.5,1.5,0.349449816605535,0.00483494498166055,0.985096153846154,0.00601919635594599,7784.6,0,20.393180520434,40.8730483119431,61.4401572868027,41.0475330432641,41.1353352529823,39.7124816329772,38.3847689236911,37.1429632656093,53.9684824062747,0,16.3773337700622,46.3034418891804,43.7828371278459,27.681660899654,26.3227165043432,0,25.0903251706142,61.2910343474956,0,11.7219552221311,"0",734.700948025589,3565849.2,14.5827815713575,154530776,FALSE,0,0,20016
"977",16.558151,-96.817691,1,4,0.758910558170814,0.000336247478143914,0.00131492439184747,0.75,3354,68.7915615684476,23.1288740864095,23.3306891885586,23.5360572396912,0,23.9578342117873,0,48.7376937323326,24.579687346377,24.7942080729941,0,25.8277803605558,26.6979923109782,27.6288887660938,28.6270468338486,0,29.8151460942159,29.9311583358276,0,0,60.5693519079346,"0",679.871794871795,3565849.2,14.5827815713575,154530776,FALSE,0,0,20017
"978",17.8776496,-97.4005295,1,4.8,0.873611111111111,0,0.024390243902439,0.166666666666667,829.2,0,0,0,0,0,0,0,0,103.177878662815,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,3565849.2,14.5827815713575,154530776,FALSE,0,0,20018
"979",17.8421017,-96.8815721,2,4.2,0.80078125,0.001171875,0.485091743119266,0.00788022064617809,2950.2,0,59.8730690935217,59.6872388683299,0,0,29.5683027794205,30.1114122252334,0,31.2597686777118,0,0,32.8342526924087,33.1762988521001,0,0,0,0,0,0,0,32.5626831650928,"0",0,3565849.2,14.5827815713575,154530776,FALSE,0,0,20019
"980",17.0378827,-97.9431864,0.7,4.2,0.596836668818593,0.00161394448030988,0.657691117301145,0.000941176470588235,3808.8,109.809663250366,287.686996547756,35.340684195646,34.7415230683713,68.3246788740093,100.806451612903,164.484505559576,64.4412939811832,31.5716360421797,30.9482545184452,91.0470409711684,0,57.2180580191108,27.811769941039,27.057741219763,52.6870389884089,26.2549884478051,78.5011513502198,0,77.9787897691828,25.9067357512953,"0",0,3565849.2,14.5827815713575,154530776,FALSE,0,0,20020
