Guerrero	Pedro Ascencio Alquisiras	17.5758795	-99.3928478	12047
Guerrero	Petatlan	17.5367232	-101.2668699	12048
Guerrero	Pilcaya	18.7450968	-99.6760125	12049
Guerrero	Pungarabato	18.3541066	-100.6570845	12050
Guerrero	Quechultenango	17.4134854	-99.2429249	12051
Guerrero	San Luis Acatlan	16.8070694	-98.7350079	12052
Guerrero	San Marcos	16.7949714	-99.3883874	12053
Guerrero	San Miguel Totolapan	18.1590539	-100.3906209	12054
Guerrero	Taxco de Alarcon	18.5563889	-99.605	12055
Guerrero	Tecoanapa	16.9865731	-99.2604936	12056
Guerrero	Tecpan de Galeana	17.2195397	-100.6297054	12057
Guerrero	Teloloapan	18.3663079	-99.8736474	12058
Guerrero	Tepecoacuilco de Trujano	18.2856297	-99.4645799	12059
Guerrero	Tetipac	18.6477026	-99.6480435	12060
Guerrero	Tixtla de Guerrero	17.5666667	-99.4	12061
Guerrero	Tlacoachistlahuaca	16.8105347	-98.3000906	12062
Guerrero	Tlacoapa	17.2624789	-98.7482819	12063
Guerrero	Tlalchapa	18.4085169	-100.4773801	12064
Guerrero	Tlalixtaquilla de Maldonado	16.3251757	-98.5684964	12065
Guerrero	Tlapa de Comonfort	17.5464224	-98.5745759	12066
Guerrero	Tlapehuala	18.2424779	-100.5353839	12067
Guerrero	La Union de Isidoro Montes de Oca	16.9026842	-99.8224788	12068
Guerrero	Xalpatlahuac	17.4732822	-98.6102744	12069
Guerrero	Xochihuehuetlan	17.9053544	-98.4876639	12070
Guerrero	Xochistlahuaca	16.7918475	-98.2420878	12071
Guerrero	Zapotitlan Tablas	17.420344	-98.7814912	12072
Guerrero	Zirandaro	18.4778399	-100.9904021	12073
Guerrero	Zitlala	17.6885367	-99.1858206	12074
Guerrero	Eduardo Neri	17.5439249	-99.5204202	12075
Guerrero	Acatepec	16.7371534	-98.4281444	12076
Guerrero	Marquelia	16.5833333	-98.8166667	12077
Guerrero	Cochoapa el grande	17.193389	-98.455388	12078
Guerrero	Jose Joaquin de Herrera	19.4388413	-99.126321	12079
Guerrero	Juchitan	16.6254534	-98.6363831	12080
Guerrero	Iliatenco	16.9666669	-98.6666671	12081
Hidalgo	Acatlan	20.1507392	-98.4472959	13001
Hidalgo	Acaxochitlan	20.1582032	-98.1998326	13002
Hidalgo	Actopan	20.2689007	-98.9492994	13003
Hidalgo	Agua Blanca de Iturbide	20.3472715	-98.356987	13004
Hidalgo	Ajacuba	20.092443	-99.119489	13005
Hidalgo	Alfajayucan	20.4098181	-99.3483406	13006
Hidalgo	Almoloya	19.7039904	-98.4008361	13007
Hidalgo	Apan	19.707681	-98.4492379	13008
Hidalgo	El Arenal	20.2213959	-98.9104396	13009
Hidalgo	Atitalaquia	20.0573086	-99.2212804	13010
Hidalgo	Atlapexco	21.0148367	-98.3505171	13011
Hidalgo	Atotonilco el Grande	20.286942	-98.66792	13012
Hidalgo	Atotonilco de Tula	20.008329	-99.2197717	13013
Hidalgo	Calnali	20.9012074	-98.5837724	13014
Hidalgo	Cardonal	20.6124	-99.1150509	13015
Hidalgo	Cuautepec de Hinojosa	20.0342177	-98.3100324	13016
Hidalgo	Chapantongo	20.2822727	-99.4129636	13017
Hidalgo	Chapulhuacan	21.1569084	-98.9026949	13018
