"","State","Municipality","Lat","Lon","Clave","ConsultsPerDoc","ConsultsPerMedUnit","DocsPerMedUnit","AvEduc05","ReadWrite05","MissReadWrite05","IndLang05","MissIndLang05","Hom06","PopMun06","PartyMunBC","Inc06","Exp06","StatePop06","StateHom06","StateGDP06"
"654","Jalisco","Zapotlan del Rey",20.4657539,-102.9249641,14123,3303.3,6056,1.8,5.4,0.876620601225246,0.000926057842997578,0.00138609744265022,2.2,1,16536.2,"PAN",28294441,28294441,6871826.8,461,630018003
"655","Jalisco","Zapotlanejo",20.6237846,-103.0671517,14124,2645.9,6236.7,2.4,6.1,0.893964386922133,0.00262234065050966,0.00209734131145518,4.14705882352941,2,57388.8,"PRI",120492549,120492549,6871826.8,461,630018003
"656","Jalisco","San Ignacio Cerro Gordo",20.7456929,-102.5353526,14125,0,0,0,0,NA,NA,NA,0,0,3525.2,"",0,0,6871826.8,461,630018003
"657","Mexico","Acambay",19.9543397,-99.8441134,15001,5386.9,8721.7,1.6,6.1,0.848610728440328,0.00290358815675137,0.143384019450282,0.0589165109929588,5,57662.8,"PRI",138023335,138023335,14241168.4,1798,880578559
"658","Mexico","Acolman",19.622545,-98.922905,15002,959.4,11033.3,11.5,8.8,0.957103557607125,0.000979157924185201,0.00705453993779868,2.63870967741935,8,88939.6,"PRD",118566434,118566434,14241168.4,1798,880578559
"659","Mexico","Aculco",19.3737105,-99.1048072,15003,3409.6,7245.4,2.1,6,0.874022717214928,0.00227172149284555,0.0810865133373532,0.111189801699717,2,41358.2,"PRI",93378132,93378132,14241168.4,1798,880578559
"660","Mexico","Almoloya de Alquisiras",18.8657376,-99.8940022,15004,4715.3,7073,1.5,5.9,0.858318425760286,0.00250447227191413,0.00294448774573482,1.64705882352941,3,14328,"PRI",66851829,66851829,14241168.4,1798,880578559
"661","Mexico","Almoloya de Juarez",19.3690064,-99.7605116,15005,6457.1,10044.4,1.6,6.5,0.88047292143402,0.00089626239511823,0.00523186241315016,0.648936170212766,31,130461,"PRI",237658947,237658947,14241168.4,1798,880578559
"662","Mexico","Almoloya del Rio",19.15901,-99.487808,15006,1820.2,3640.5,2,8.5,0.924525867629983,0.000903109276222423,0.00391019172552977,0.516129032258065,2,9328.4,"PRI",28892132,28892132,14241168.4,1798,880578559
"663","Mexico","Amanalco",19.253532,-100.02034,15007,8194.5,11267.5,1.4,5.5,0.852309125851727,0.00198008269757149,0.0831825378873558,0.0774983004758668,2,20848,"PRI",70475857,70475857,14241168.4,1798,880578559
"664","Mexico","Amatepec",18.6807427,-100.1808544,15008,4131.3,5990.4,1.4,5.4,0.792141838916607,0.00173734853884533,0.00221421438805193,4.98039215686275,11,26887.6,"PRD",76365916,76365916,14241168.4,1798,880578559
"665","Mexico","Amecameca",19.1166667,-98.7666667,15009,2601.8,16391.2,6.3,8.6,0.943495273045422,0.00184703623593458,0.0029912399401752,1.35714285714286,7,48374.6,"PAN",89911466,89911466,14241168.4,1798,880578559
"666","Mexico","Apaxco",19.9833329,-99.166667,15010,3049,12195.8,4,7.9,0.933507288105093,0.00116969587907144,0.00232537732537733,2.32075471698113,1,26094.6,"PRI",55306781,55306781,14241168.4,1798,880578559
"667","Mexico","Atenco",19.3786107,-98.9581747,15011,4954.2,8493,1.7,8.3,0.954659458254375,0.000919629918626686,0.00974352015198806,0.18941504178273,3,45439.8,"PRI",62195834,62195834,14241168.4,1798,880578559
"668","Mexico","Atizapan",19.1760622,-99.4887019,15012,2447.5,20804,8.5,8,0.928742355756448,0.000930603562882212,0.0134837287696097,0.317307692307692,1,9187,"Other",29295053,29295053,14241168.4,1798,880578559
"669","Mexico","Atizapan de Zaragoza",19.5562275,-99.2674713,15013,1778,20480.1,11.5,9.7,0.963041286546832,0.00202621289989426,0.01554998830556,0.403783532330594,26,476008.2,"PAN",975735243,975735243,14241168.4,1798,880578559
"670","Mexico","Atlacomulco",19.7974612,-99.8817429,15014,3057.1,20916.8,6.8,7.9,0.898928780909456,0.00234618590436205,0.132689099625783,0.0382829312492921,1,81008.4,"PRI",172024170,172024170,14241168.4,1798,880578559
"671","Mexico","Atlautla",19.020604,-98.778263,15015,5248.2,12595.8,2.4,7.2,0.905482677430205,0.00192206044880111,0.00225479143179256,3.91666666666667,7,24820.6,"PRI",58836679,58836679,14241168.4,1798,880578559
"672","Mexico","Axapusco",19.7233472,-98.7580254,15016,4144.2,5525.7,1.3,7.3,0.917077306204631,0.00153658665818895,0.00371939249922513,1.40277777777778,0,22643.8,"PRI",66223883,66223883,14241168.4,1798,880578559
"673","Mexico","Ayapango",19.129935,-98.802258,15017,2958.8,5917.5,2,7.9,0.947396963123644,0.000542299349240781,0.00229885057471264,0.307692307692308,0,6861.6,"PRI",25536717,25536717,14241168.4,1798,880578559
"674","Mexico","Calimaya",19.161779,-99.6129104,15018,5474.6,7820.9,1.4,8,0.924485890465053,0.000850520944078248,0.00320047414431768,0.740740740740741,3,40422.6,"PRI",80117887,80117887,14241168.4,1798,880578559
"675","Mexico","Capulhuac",19.18219,-99.456451,15019,3115.1,5607.2,1.8,8.8,0.949035916824197,0.002117202268431,0.00354152064042498,3.14583333333333,5,31490.6,"PRI",61133876,61133876,14241168.4,1798,880578559
"676","Mexico","Coacalco de Berriozabal",19.6326046,-99.1090105,15020,1413,24303.9,17.2,10.5,0.977935951984887,0.0045306740004514,0.00588495466496302,1.36951983298539,15,284367.2,"PAN",417321125,417321125,14241168.4,1798,880578559
"677","Mexico","Coatepec Harinas",18.9238627,-99.7679479,15021,2716.8,6209.9,2.3,5.6,0.853209222620346,0.00183050319364387,0.00351686582967781,2.21505376344086,9,32722.8,"Other",101212171,101212171,14241168.4,1798,880578559
"678","Mexico","Cocotitlan",19.2312464,-98.8639816,15022,1699.8,5099.3,3,8.9,0.954243253813062,0.00195541650371529,0.00687482096820395,0.555555555555556,3,12124.4,"Other",33214323,33214323,14241168.4,1798,880578559
"679","Mexico","Coyotepec",19.7763839,-99.2082441,15023,2316.3,20846.7,9,8.1,0.926183969488573,0.00405417580107511,0.0110513390246755,1.03968253968254,6,39278.8,"Other",62823500,62823500,14241168.4,1798,880578559
"680","Mexico","Cuautitlan",19.6721809,-99.1809685,15024,2391.3,28976.7,12.1,10,0.971186882449115,0.00113735990332441,0.00792120365345311,0.520408163265306,12,116287.8,"PRI",287828609,287828609,14241168.4,1798,880578559
"681","Mexico","Chalco",19.2647222,-98.8975,15025,4336.3,56569.3,13,8,0.934610477334134,0.0011680051035725,0.0231547619047619,0.0970931382242436,34,267948.4,"PRD",412709822,412709822,14241168.4,1798,880578559
"682","Mexico","Chapa de Mota",19.8140165,-99.5261662,15026,2506.4,8020.4,3.2,6,0.864811890891272,0.00277671911580552,0.112598550187841,0.0422932330827068,4,22907,"PRI",60827012,60827012,14241168.4,1798,880578559
"683","Mexico","Chapultepec",19.200338,-99.560349,15027,2258.2,4516.5,2,8.7,0.95162740514296,0.00107894263621651,0.00245098039215686,0.857142857142857,1,7200,"PAN",24987820,24987820,14241168.4,1798,880578559
"684","Mexico","Chiautla",19.5494361,-98.8827889,15028,4954.9,5780.7,1.2,8.8,0.931501079345022,0.0215342494603275,0.007133692584039,3.14388489208633,2,23369.4,"PRI",45253608,45253608,14241168.4,1798,880578559
"685","Mexico","Chicoloapan",19.412609,-98.902687,15029,4938.2,17059.3,3.5,8.6,0.952472556039157,0.000794723629287423,0.0173886053746598,0.13574097135741,21,171038.6,"PRD",145509652,145509652,14241168.4,1798,880578559
"686","Mexico","Chiconcuac",19.5585722,-98.8957734,15030,3767,9417.5,2.5,9,0.962878423834695,0.000660740028832292,0.0115145106332981,0.173469387755102,2,20288.6,"Other",51708916,51708916,14241168.4,1798,880578559
"687","Mexico","Chimalhuacan",19.4207517,-98.9489571,15031,3978.9,52643.5,13.2,7.6,0.934760111601444,0.002135836463766,0.031297068898871,0.158787620670074,80,543201.8,"PRI",618574830,618574830,14241168.4,1798,880578559
"688","Mexico","Donato Guerra",19.3080667,-100.1435669,15032,5889.8,10708.8,1.8,5,0.798616289667744,0.00186428038777032,0.244066709429121,0.0252956636005256,4,30387.8,"PRD",85381941,85381941,14241168.4,1798,880578559
"689","Mexico","Ecatepec de Morelos",19.6,-99.05,15033,1615,60201.6,37.3,9,0.960424057032201,0.00176511918838791,0.0154652968799017,0.313756494239892,191,1681827.8,"PRI",1822540807,1822540807,14241168.4,1798,880578559
"690","Mexico","Ecatzingo",18.95,-98.75,15034,3637.5,5456.2,1.5,6.8,0.885898353614889,0.000429491768074445,0.000694830461367426,1.8,0,8471.4,"PRI",34940674,34940674,14241168.4,1798,880578559
"691","Mexico","Huehuetoca",19.8341667,-99.2033333,15035,2121.4,7542.8,3.6,8.5,0.952771264343965,0.00159780871947044,0.0119402384020619,0.593591905564924,10,67781.4,"PAN",154628786,154628786,14241168.4,1798,880578559
"692","Mexico","Hueypoxtla",19.9106243,-99.0755197,15036,4975.4,11609.2,2.3,6.6,0.908580052662,0.000834885363817353,0.00297544475068905,0.852631578947368,2,37182.4,"PRD",78433789,78433789,14241168.4,1798,880578559
"693","Mexico","Huixquilucan",19.361923,-99.35048,15037,4098,13489.4,3.3,9.5,0.950659550901218,0.00664585640922364,0.0193975765327037,0.566920259227952,26,227667,"PRI",1344452284,1344452284,14241168.4,1798,880578559
"694","Mexico","Isidro Fabela",19.3863431,-99.2084243,15038,3174,12696,4,7.2,0.904056057135157,0.000808516372456542,0.00602646403773091,0.304347826086957,0,9092,"Other",32748612,32748612,14241168.4,1798,880578559
"695","Mexico","Ixtapaluca",19.3138911,-98.8859856,15039,5225,39062.9,7.5,9,0.954402362453052,0.00170303047679119,0.01530632206715,0.262552492240278,77,436698.6,"PRI",307073828,307073828,14241168.4,1798,880578559
"696","Mexico","Ixtapan de la Sal",18.8437564,-99.6755346,15040,2575.6,16226.2,6.3,6.9,0.889878445059574,0.0018453885345208,0.00288724151385096,3.75675675675676,10,30766.6,"PRI",102224658,102224658,14241168.4,1798,880578559
"697","Mexico","Ixtapan del Oro",19.2717523,-100.2679517,15041,3694.9,5172.8,1.4,5.4,0.867422761048103,0.000782166601486116,0.0224505327245053,0.101694915254237,0,6405,"PRD",39721700,39721700,14241168.4,1798,880578559
"698","Mexico","Ixtlahuaca",19.5688889,-99.7669444,15042,4033.9,14179.7,3.5,6.7,0.880310354784326,0.000978008774135859,0.169394398251834,0.00968847018520501,10,129500.4,"Other",269546836,269546836,14241168.4,1798,880578559
"699","Mexico","Xalatlaco",19.1796452,-99.4159979,15043,2651.6,11269.2,4.2,7.5,0.940663998116317,0.00117730162467624,0.0102702392564117,0.346368715083799,3,21374.6,"PRI",44140365,44140365,14241168.4,1798,880578559
"700","Mexico","Jaltenco",19.7510112,-99.0941041,15044,3337.4,8343.5,2.5,9.3,0.97228411015061,0.000757508243472061,0.00574812750391918,0.515151515151515,2,26352.8,"PRI",68531357,68531357,14241168.4,1798,880578559
"701","Mexico","Jilotepec",19.952089,-99.528557,15045,3129.8,11016.8,3.5,7.1,0.907455730064169,0.00108315691004874,0.00316673330667733,1.21717171717172,7,74050.2,"PRI",133908190,133908190,14241168.4,1798,880578559
"702","Mexico","Jilotzingo",19.8699056,-99.0567324,15046,4453.3,6680,1.5,7.8,0.927676632704192,0.0014197427760147,0.00910347069820369,0.508928571428571,1,14654,"PRI",52411891,52411891,14241168.4,1798,880578559
"703","Mexico","Jiquipilco",19.5573493,-99.6067531,15047,15819.4,19334.8,1.2,6.3,0.85823686199626,0.00167084377610693,0.0930631934394597,0.045200082935932,8,61781.4,"PRI",116186936,116186936,14241168.4,1798,880578559
"704","Mexico","Jocotitlan",19.7076624,-99.7882799,15048,7282.1,9709.5,1.3,7.6,0.911821086261981,0.000894568690095847,0.0292455965437022,0.133522727272727,3,56563.2,"PAN",98844833,98844833,14241168.4,1798,880578559
"705","Mexico","Joquicingo",19.072638,-99.5111019,15049,2931.6,4104.2,1.4,6.9,0.897905483633302,0.000947268708556994,0.00472230777127605,0.304347826086957,0,11401.6,"PAN",34748700,34748700,14241168.4,1798,880578559
"706","Mexico","Juchitepec",19.091141,-98.881554,15050,4688.2,14064.7,3,7.4,0.897695241253524,0.000386889957442105,0.000700431034482759,1.23076923076923,0,21513,"PRI",48923085,48923085,14241168.4,1798,880578559
"707","Mexico","Lerma",19.8060959,-90.6011152,15051,1650.4,6601.8,4,8.4,0.934101904043318,0.00146464870622698,0.0256612669507105,0.156342182890855,11,111422.2,"PRI",363955077,363955077,14241168.4,1798,880578559
"708","Mexico","Malinalco",18.9445694,-99.4953884,15052,12025.3,24050.6,2,6.2,0.865906288532676,0.0020550760378134,0.00265026502650265,3.20754716981132,6,23500.8,"PAN",65547956,65547956,14241168.4,1798,880578559
"709","Mexico","Melchor Ocampo",19.7083333,-99.1444444,15053,2541.5,7624.5,3,8.4,0.96110270737505,0.00145093075664495,0.00873388748343573,1.10689655172414,3,40212.8,"PRI",62382248,62382248,14241168.4,1798,880578559
"710","Mexico","Metepec",19.2563509,-99.6047904,15054,1015.3,19515.4,19.2,10.9,0.966909142775638,0.00449008700613322,0.00587722143312494,2.50618458610847,27,207636.4,"PAN",805926797,805926797,14241168.4,1798,880578559
"711","Mexico","Mexicaltzingo",19.20951,-99.585431,15055,5100,7650,1.5,8.5,0.936961081333023,0.00198089023537637,0.00524037366142629,1.04347826086957,0,10471.2,"PRI",27625031,27625031,14241168.4,1798,880578559
"712","Mexico","Morelos",19.4468231,-99.1303962,15056,7220.5,11552.8,1.6,5.6,0.81651167031364,0.00186907366885485,0.192179958375769,0.0329493087557604,2,26829.2,"PRI",71458839,71458839,14241168.4,1798,880578559
"713","Mexico","Naucalpan de Juarez",19.4752778,-99.2377778,15057,1124.3,26080.7,23.2,9.4,0.958857546020506,0.00305637003214901,0.0272504871153956,0.421209321424905,104,823909.4,"PAN",1951793275,1951793275,14241168.4,1798,880578559
"714","Mexico","Nezahualcoyotl",19.403793,-99.024786,15058,2915.5,57029.5,19.6,9.1,0.960941760952649,0.00243767447065264,0.0128651027784588,0.343963728579113,126,1134535.4,"PRD",1487713509,1487713509,14241168.4,1798,880578559
"715","Mexico","Nextlalpan",19.73204,-99.067544,15059,2628.7,9200.5,3.5,7.9,0.944408287232889,0.000705065625338974,0.0151738672286617,0.288194444444444,4,24880.4,"PRI",41140027,41140027,14241168.4,1798,880578559
"716","Mexico","Nicolas Romero",19.6197996,-99.3114344,15060,3795.4,28736.4,7.6,8.2,0.946958456973294,0.00142958704253215,0.0157727159553037,0.274336283185841,50,318533.2,"PAN",354541625,354541625,14241168.4,1798,880578559
"717","Mexico","Nopaltepec",19.7758412,-98.7122784,15061,2782,3477.5,1.2,7.6,0.912078531796842,0.000853606487409304,0.00317416505658294,0.521739130434783,2,8324.6,"PAN",39630173,39630173,14241168.4,1798,880578559
"718","Mexico","Ocoyoacac",19.272695,-99.459661,15062,4112.1,6396.6,1.6,8.7,0.940896376486665,0.00151602502508915,0.014980491977717,0.188022284122563,8,55740.2,"PRI",95380627,95380627,14241168.4,1798,880578559
"719","Mexico","Ocuilan",18.96649,-99.41378,15063,4954.3,7706.7,1.6,6.2,0.882560187903699,0.000858214011472966,0.0393362015980332,0.09375,0,27426.2,"PRI",74288033,74288033,14241168.4,1798,880578559
"720","Mexico","El Oro",19.802839,-100.138199,15064,3688.4,7376.8,2,6.7,0.894317838816782,0.000867793540597646,0.127405611870134,0.0100893629287979,3,32366.8,"PRI",85528496,85528496,14241168.4,1798,880578559
"721","Mexico","Otumba",19.698481,-98.753911,15065,2641.2,17431.6,6.6,7.6,0.931596855567289,0.00125151550705933,0.00564282446240659,0.635135135135135,0,30744.8,"PRI",85701769,85701769,14241168.4,1798,880578559
"722","Mexico","Otzoloapan",19.1169249,-100.295364,15066,2476.5,3714.8,1.5,5.3,0.831237424547284,0.00503018108651911,0.000974896417255667,26.5,1,4771.2,"PRI",36375374,36375374,14241168.4,1798,880578559
"723","Mexico","Otzolotepec",19.3643069,-99.6080859,15067,5263.9,8613.7,1.6,7,0.888340965128566,0.00301162381120113,0.0880456900531797,0.0928335599145465,8,69718,"PRI",95186879,95186879,14241168.4,1798,880578559
"724","Mexico","Ozumba",19.0391667,-98.7936111,15068,3242.5,15401.8,4.8,8.3,0.945043878578622,0.00129477772982305,0.00239010216515137,3.01960784313725,1,24685.4,"Other",55353326,55353326,14241168.4,1798,880578559
"725","Mexico","Papalotla",19.5622222,-98.8577778,15069,6108,6108,1,9.3,0.947593935398813,0.0023071852340145,0.00353584056573449,0.545454545454545,0,3842.2,"PRI",27289913,27289913,14241168.4,1798,880578559
"726","Mexico","La Paz",19.36583,-98.9521357,15070,1180.4,38657.9,32.8,8.3,0.947586925327709,0.0014808838323231,0.0268804351074321,0.151936260885677,31,236805.8,"PRI",262459826,262459826,14241168.4,1798,880578559
"727","Mexico","Polotitlan",20.2228126,-99.8155907,15071,4226.6,5165.9,1.2,7,0.912406015037594,0.00159774436090226,0.00220102714600147,1.375,1,12455.6,"PAN",42935189,42935189,14241168.4,1798,880578559
"728","Mexico","Rayon",19.1503854,-99.5847352,15072,4499.7,4499.7,1,8.3,0.930729942540966,0.000744839327516493,0.0029057700290577,2.5,2,11312,"PRI",33805456,33805456,14241168.4,1798,880578559
"729","Mexico","San Antonio la Isla",19.162641,-99.566481,15073,2124.5,4249,2,8.2,0.929021593139787,0.00165306333298895,0.00433598870626197,2.06976744186047,1,13480.8,"PRD",37038257,37038257,14241168.4,1798,880578559
"730","Mexico","San Felipe del Progreso",19.7129957,-99.9515474,15074,4858.4,14575.1,3,5.4,0.815700326529614,0.0012718756496961,0.292805116361698,0.0124984831937872,7,104440,"PRI",205659342,205659342,14241168.4,1798,880578559
"731","Mexico","San Martin de las Piramides",19.705756,-98.837456,15075,6064.8,13140.3,2.2,8.2,0.940846789856279,0.00177570612063703,0.00759301442672741,0.892857142857143,6,22179,"PRI",45699721,45699721,14241168.4,1798,880578559
"732","Mexico","San Mateo Atenco",19.27035,-99.533133,15076,3875.3,12179.6,3.1,8.6,0.942384626375196,0.00208958422631805,0.00451859575947167,1.53846153846154,6,67907.8,"PRD",134026189,134026189,14241168.4,1798,880578559
"733","Mexico","San Simon de Guerrero",19.0215799,-100.0071569,15077,4466.7,5360,1.2,6.5,0.855178531825238,0.00110889332446219,0.00538097287989669,1.04,1,5580.8,"Other",43831583,43831583,14241168.4,1798,880578559
"734","Mexico","Santo Tomas",19.485694,-99.1774462,15078,2508.6,3583.7,1.4,6.1,0.856055363321799,0.0013840830449827,0.00255513717052179,11.3684210526316,1,8932.6,"PAN",42898498,42898498,14241168.4,1798,880578559
"735","Mexico","Soyaniquilpan de Juarez",19.6136125,-99.1462937,15079,4998,6997.2,1.4,7.1,0.929361043555162,0.00143709927039576,0.00129785853341986,2.25,1,10934.8,"PAN",40470416,40470416,14241168.4,1798,880578559
"736","Mexico","Sultepec",18.4877507,-100.1501081,15080,2397.5,4395.4,1.8,4.9,0.756051418869755,0.00266796022313849,0.00710387655250282,0.993377483443709,1,25150.6,"PRI",119064653,119064653,14241168.4,1798,880578559
"737","Mexico","Tecamac",19.7130556,-98.9683333,15081,3656.7,8227.6,2.2,9.3,0.95686781704841,0.00109363929873946,0.0116677088399453,0.354902739182215,29,289375,"PRI",363082701,363082701,14241168.4,1798,880578559
"738","Mexico","Tejupilco",18.9058333,-100.1527778,15082,2197.8,9720.9,4.4,6.2,0.821157762047901,0.00188112091534956,0.003138802744103,2.2814371257485,20,64253,"PRD",131592387,131592387,14241168.4,1798,880578559
"739","Mexico","Temamatla",19.2027778,-98.87,15083,1633.9,5718.5,3.5,8.4,0.906393244873341,0.0445114595898673,0.0187947844473159,2.73125,0,10349.2,"PRD",25652240,25652240,14241168.4,1798,880578559
"740","Mexico","Temascalapa",19.8257589,-98.9001316,15084,3702.3,4113.7,1.1,7.4,0.931763679965119,0.00127170990480343,0.00871413390010627,0.308943089430894,5,33647.8,"PAN",69016523,69016523,14241168.4,1798,880578559
"741","Mexico","Temascalcingo",19.9161184,-100.0073221,15085,4927.3,8869.1,1.8,6.1,0.84330830161506,0.0023248636971505,0.187472474676703,0.0372664175120128,1,59074.2,"PRI",123522868,123522868,14241168.4,1798,880578559
"742","Mexico","Temascaltepec",19.0443547,-100.0449191,15086,4398.3,7037.3,1.6,5.9,0.848318381219618,0.000711378097458799,0.0471824772718555,0.139837398373984,12,30842.8,"PRI",89391890,89391890,14241168.4,1798,880578559
"743","Mexico","Temoaya",19.4653884,-99.5940417,15087,5325.3,11449.3,2.2,5.9,0.862244110291166,0.00148207614166178,0.29233164655508,0.0134692205264775,11,80173.2,"PRI",168135463,168135463,14241168.4,1798,880578559
"744","Mexico","Tenancingo",18.9608333,-99.5905556,15088,1857.9,14291.8,7.7,7.6,0.901165287175918,0.00188045071590387,0.00226107494671352,2.82165605095541,6,82335.6,"PRI",130038448,130038448,14241168.4,1798,880578559
"745","Mexico","Tenango del Aire",19.1576292,-98.8599372,15089,3169.5,6339,2,8,0.95022233201581,0.00148221343873518,0.00614235818378899,1.27450980392157,0,9661.2,"PRD",38316751,38316751,14241168.4,1798,880578559
"746","Mexico","Tenango del Valle",19.4071626,-99.1619735,15090,4777,20131.6,4.2,7.5,0.904160193336786,0.00157086138442948,0.00330121943003436,1.9234693877551,11,70528.2,"PRI",104045264,104045264,14241168.4,1798,880578559
"747","Mexico","Teoloyucan",19.7441667,-99.1811111,15091,3157.9,7579,2.4,8.3,0.9408421806813,0.00184003126424803,0.00700131472652104,0.766968325791855,9,71579.8,"PAN",100665173,100665173,14241168.4,1798,880578559
"748","Mexico","Teotihuacan",19.6930368,-98.8469346,15092,2979.7,6230.2,2.1,8.6,0.953217697335344,0.00123177476118653,0.0151496550200113,0.763371150729335,1,48025.2,"PRD",83432042,83432042,14241168.4,1798,880578559
"749","Mexico","Tepetlaoxtoc",19.57313,-98.824677,15093,5481.9,6395.5,1.2,8.1,0.937824787307427,0.000827776500344907,0.00456416681582244,0.5,2,26007.2,"PRI",16672181,16672181,14241168.4,1798,880578559
"750","Mexico","Tepetlixpa",19.0247002,-98.8199302,15094,1746,11058,6.3,7.5,0.932221063607925,0.000278067431352103,0.00482894647350881,0.154929577464789,2,17195,"PRI",46953360,46953360,14241168.4,1798,880578559
"751","Mexico","Tepotzotlan",19.716629,-99.223113,15095,1833.9,6235.1,3.4,8.7,0.945850298063873,0.00225051108935044,0.00779543698128423,0.864224137931034,16,71891,"PAN",198924240,198924240,14241168.4,1798,880578559
"752","Mexico","Tequixquiac",19.9080343,-99.1456813,15096,6645,13290,2,7.6,0.939789599343431,0.00216369469521749,0.00258247553922817,5.57746478873239,2,31645.4,"PRI",58953611,58953611,14241168.4,1798,880578559
"753","Mexico","Texcaltitlan",18.928535,-99.9356068,15097,5075.9,10151.9,2,6.2,0.874238400249961,0.00273394782065302,0.00257419745608722,4.23529411764706,0,16137.2,"PRI",63422479,63422479,14241168.4,1798,880578559
"754","Mexico","Texcalyacac",19.1316119,-99.5003094,15098,1561,3122,2,8.7,0.961738677771994,0.000520562207183758,0.0119077780592855,0.0851063829787234,0,4633.4,"PRI",23951294,23951294,14241168.4,1798,880578559
"755","Mexico","Texcoco",19.3768718,-99.0078966,15099,2719.8,27298.6,10,9.4,0.957769337594325,0.000808695991656488,0.0159131355700888,0.113207547169811,18,214476.6,"PRD",413692387,413692387,14241168.4,1798,880578559
"756","Mexico","Tezoyuca",19.59142,-98.91313,15100,3193.8,7186,2.2,8.4,0.952205539494544,0.00069943112934813,0.0185294787161393,0.14987714987715,6,27337.4,"PRI",41715101,41715101,14241168.4,1798,880578559
"757","Mexico","Tianguistenco",19.112517,-99.434558,15101,3886.1,12213.5,3.1,8.1,0.931526599142258,0.00142348754448399,0.0124631608848489,0.396011396011396,6,65628.4,"PAN",148377189,148377189,14241168.4,1798,880578559
"758","Mexico","Timilpan",19.8751695,-99.7339972,15102,4586,6305.8,1.4,6.7,0.887941840060165,0.00233976769449319,0.0510295434198747,0.0574162679425837,2,14546.2,"PRI",51997066,51997066,14241168.4,1798,880578559
"759","Mexico","Tlalmanalco",19.2044444,-98.8025,15103,3962.3,18226.4,4.6,9.1,0.958423862020868,0.000509642981679676,0.00210183385003415,0.8875,9,44370,"PRI",78437291,78437291,14241168.4,1798,880578559
"760","Mexico","Tlalnepantla de Baz",19.538988,-99.193281,15104,898.8,23753.6,26.4,9.7,0.962834423610068,0.00196830230938366,0.0144830174265295,0.428224407171776,79,679891.4,"PAN",1914291940,1914291940,14241168.4,1798,880578559
"761","Mexico","Tlatlaya",18.6158486,-100.2082716,15105,2480.2,4776.7,1.9,5.6,0.791343996526019,0.00195411449663458,0.00179710349201875,4.2156862745098,13,33245.8,"PRD",111530334,111530334,14241168.4,1798,880578559
"762","Mexico","Toluca",19.287867,-99.646761,15106,1380.8,25154.2,18.2,9.6,0.945620781464553,0.00191627073408158,0.0293256333067109,0.182208852599914,108,761921.8,"PAN",1375568552,1375568552,14241168.4,1798,880578559
"763","Mexico","Tonatico",18.805,-99.6691667,15107,6287,12574,2,6.7,0.915637635231122,0.000983499071139766,0.00245542863243301,3.39130434782609,3,11140.6,"PRD",65146052,65146052,14241168.4,1798,880578559
"764","Mexico","Tultepec",19.685,-99.1280556,15108,9879.5,27168.8,2.8,8.9,0.955007175531438,0.00104269441205489,0.0127352297592998,0.246563573883162,10,106477.6,"PRD",221837879,221837879,14241168.4,1798,880578559
"765","Mexico","Tultitlan",19.645565,-99.1689269,15109,3264.9,13059.8,4,9.3,0.964989929506546,0.00140483383685801,0.0114856177306607,0.335835299163629,56,483108.4,"PRD",761663205,761663205,14241168.4,1798,880578559
"766","Mexico","Valle de Bravo",19.1925,-100.1305556,15110,2110.1,13223.3,6.3,7.3,0.900221382410161,0.00107336926138778,0.011586550001091,0.574387947269303,11,54641.4,"PAN",221475485,221475485,14241168.4,1798,880578559
"767","Mexico","Villa de Allende",19.5789382,-99.0581569,15111,7801.4,9601.7,1.2,5.2,0.833643521832498,0.00140300644237652,0.054955404132735,0.0992943548387097,7,43092.2,"PRI",102186083,102186083,14241168.4,1798,880578559
"768","Mexico","Villa del Carbon",19.7223442,-99.4615786,15112,4540.2,9080.5,2,6.2,0.854284248332478,0.00175052062898017,0.0107675155498181,0.970027247956403,4,40645.8,"PAN",88571397,88571397,14241168.4,1798,880578559
"769","Mexico","Villa Guerrero",18.96,-99.64,15113,3684.6,10048.8,2.7,5.9,0.891002211616808,0.00116400884646723,0.0018037924736759,3.1,3,53670.2,"PRD",101499056,101499056,14241168.4,1798,880578559
"770","Mexico","Villa Victoria",19.4376729,-99.9954161,15114,5303.1,10606.1,2,4.9,0.805739022488183,0.00170292680597775,0.0510634368555511,0.0768535262206148,11,81129,"PRI",128828415,128828415,14241168.4,1798,880578559
"771","Mexico","Xonacatlan",19.4041129,-99.5292989,15115,3555.6,15644.8,4.4,7.7,0.924830640958833,0.00151120375195414,0.0195166577723565,0.173177083333333,8,45485.4,"PRD",84645777,84645777,14241168.4,1798,880578559
"772","Mexico","Zacazonapan",19.0737179,-100.253254,15116,6894,6894,1,5.9,0.846766779037695,0.00153233220962305,0.00118694362017804,3.5,1,3879,"PAN",19660791,19660791,14241168.4,1798,880578559
"773","Mexico","Zacualpan",18.7163752,-99.7773211,15117,3273.4,5654,1.7,5.5,0.837592745259687,0.0010076028212879,0.00248977414191713,1.32142857142857,2,14064.2,"PRI",60180353,60180353,14241168.4,1798,880578559
"774","Mexico","Zinacantepec",19.2833333,-99.7333333,15118,7578.5,13561.5,1.8,7.6,0.91010883761428,0.00139312146277754,0.00673477880540481,0.711223203026482,16,142485.4,"PRI",259874813,259874813,14241168.4,1798,880578559
