Área Geográfica Clave	Nombre	Party previous before 2006	Party first in Calderon period	Party last in Calderon period	2007 Sketch Strafor Cartel	2010 Sketch Strafor Cartel	Intervention Indicator	Ingresos y Egresos Públicos (Pesos) 1990 Partida Egresos	Ingresos	1991 Partida Egresos	Ingresos2	1992 Partida Egresos	Ingresos3	1993 Partida Egresos	Ingresos4	1994 Partida Egresos	Ingresos5	1995 Partida Egresos	Ingresos6	1996 Partida Egresos	Ingresos7	1997 Partida Egresos	Ingresos8	1998 Partida Egresos	Ingresos9	1999 Partida Egresos	Ingresos10	2000 Partida Egresos	Ingresos11	2001 Partida Egresos	Ingresos12	2002 Partida Egresos	Ingresos13	2003 Partida Egresos	Ingresos14	2004 Partida Egresos	Ingresos15	2005 Partida Egresos	Ingresos16	2006 Partida Egresos	Ingresos17	2007 Partida Egresos	Ingresos18	2008 Partida Egresos	Ingresos19	2009 Partida Egresos	Ingresos20	2010 Partida Egresos	Ingresos21
16113	José Sixto Verduzco	PRD	PRI	0	D	F	0	793364	793364	859679	859679	1655780	1655780	2069088	2069088	2156694	2156694	2827074	2827074	4765942	4765942	5776523	5776523	6707165	6707165	25661006	25661006	28788720	28788720	62217371	62217371	33133908	33133908	36175652	36175652	40591591	40591591	42181343	42181343	48425086	48425086	62398451	62398451	62709682	62709682	59232675	59232675	62318777	62318777
17001	Amacuzac	PRI	PRD	Other	N	a	0	332370	332370	500218	500218	779907	779907	818455	818455	1159187	1159187	2289780	2289780	3363213	3363213	4539041	4539041	4741174	4741174	7042191	7042191	0	0	26521499	26521499	28186252	28186252	31180578	31180578	37510244	37510244	49181732	49181732	45311684	45311684	41466749	41466749	60108284	60108284	50622908	50622908	77937358	77937358
17002	Atlatlahucan	PRI	PAN	Other	N	a	0	794597	794597	740959	740959	1159511	1159511	1355695	1355695	1580104	1580104	3317932	3317932	5080990	5080990	4918200	4918200	6261767	6261767	21727618	21727618	25850279	25850279	47637104	47637104	72861565	72861565	68207858	68207858	58469631	58469631	80602442	80602442	75990893	75990893	88231738	88231738	101073362	101073362	89620196	89620196	121681559	121681559
17003	Axochiapan	PAN	Other	PRI	N	a	0	871164	871164	1001337	1001337	994266	994266	1068635	1068635	1871685	1871685	3199823	3199823	4265001	4265001	6077292	6077292	7160631	7160631	11439205	11439205	14383850	14383850	36334903	36334903	43814783	43814783	46810387	46810387	52998233	52998233	60047887	60047887	63194176	63194176	61437740	61437740	81853938	81853938	83705397	83705397	126205507	126205507
17004	Ayala	PRD	PAN	PRI	N	a	0	1622020	1622020	1392971	1392971	1910195	1910195	2123563	2123563	3400000	3400000	5763000	5763000	7665328	7665328	10868186	10868186	12871618	12871618	39900388	39900388	44180703	44180703	69699133	69699133	84492069	84492069	87698428	87698428	90948444	90948444	111937332	111937332	125421943	125421943	127688600	127688600	157590415	157590415	162853057	162853057	237839278	237839278
17005	Coatlán del Río	Other	Other	Other	N	a	0	424818	424818	565948	565948	781999	781999	762840	762840	1261929	1261929	2170870	2170870	3534661	3534661	4712364	4712364	5234271	5234271	10254974	10254974	11923736	11923736	20375954	20375954	20413100	20413100	25795510	25795510	31163023	31163023	36337829	36337829	37428442	37428442	37820144	37820144	45620199	45620199	43784517	43784517	54915704	54915704
17006	Cuautla	PRI	PAN	PRI	N	a	0	6323487	6323487	10907249	10907249	14519483	14519483	11492800	11492800	17801000	17801000	28451000	28451000	43824219	43824219	45823842	45823842	65107480	65107480	110376083	110376083	126622763	126622763	153453763	153453763	172228903	172228903	185486661	185486661	227084814	227084814	224164603	224164603	269222121	269222121	349060383	349060383	355515445	355515445	360915771	360915771	428257721	428257721
17007	Cuernavaca	PAN	PAN	PRI	N	a	0	29677256	29677256	36152984	36152984	48757126	48757126	49533000	49533000	65456000	65456000	100779000	100779000	145195790	145195790	182029305	182029305	296603329	296603329	406851812	406851812	454576900	454576900	507838212	507838212	583880406	583880406	655084862	655084862	662803214	662803214	754045417	754045417	786978298	786978298	851711696	851711696	1073498832	1073498832	999032178	999032178	1520007494	1520007494
17008	Emiliano Zapata	PAN	PRI	PRD	N	a	0	1320618	1320618	1176400	1176400	2243730	2243730	1870496	1870496	3535000	3535000	5240112	5240112	6787356	6787356	10215879	10215879	22436464	22436464	32337317	32337317	36840228	36840228	60747906	60747906	68547732	68547732	95718592	95718592	127916540	127916540	156154959	156154959	202016603	202016603	217142920	217142920	275661195	275661195	275990884	275990884	276528702	276528702
17009	Huitzilac	PRI	PRD	PAN	N	a	0	442391	442391	439478	439478	594438	594438	653955	653955	953782	953782	1651204	1651204	1820869	1820869	5574326	5574326	3250562	3250562	6392006	6392006	15050713	15050713	27665398	27665398	31622495	31622495	30388313	30388313	32558949	32558949	34142074	34142074	36598804	36598804	40350835	40350835	50917097	50917097	57939288	57939288	55419956	55419956
17010	Jantetelco	Other	PRD	Other	N	a	0	411555	411555	426369	426369	500249	500249	638719	638719	745910	745910	1424611	1424611	2135032	2135032	2629805	2629805	4642928	4642928	10502330	10502330	0	0	25346340	25346340	24856255	24856255	56523883	56523883	41777041	41777041	45020669	45020669	41698761	41698761	45453079	45453079	61780945	61780945	53580694	53580694	64610818	64610818
17011	Jiutepec	PAN	PRD	PRD	N	a	0	4450047	4450047	4376215	4376215	6760937	6760937	5983000	5983000	7741949	7741949	11298967	11298967	19001032	19001032	31712740	31712740	82137770	82137770	114352128	114352128	130224068	130224068	156829575	156829575	211499506	211499506	197552332	197552332	302735251	302735251	355392654	355392654	331820515	331820515	348080153	348080153	380851855	380851855	393482777	393482777	606640712	606640712
17012	Jojutla	PRI	PRD	PRI	N	a	0	3676082	3676082	3958631	3958631	5951560	5951560	5415000	5415000	8335141	8335141	13224900	13224900	22368914	22368914	30620035	30620035	32263055	32263055	49824113	49824113	53257098	53257098	61759734	61759734	64723724	64723724	73191114	73191114	82248921	82248921	90254210	90254210	97756211	97756211	113105358	113105358	120072278	120072278	120734907	120734907	133898101	133898101
17013	Jonacatepec	PRI	PRI	Other	N	a	0	609181	609181	671110	671110	919988	919988	892672	892672	1217283	1217283	2553157	2553157	3152025	3152025	4815214	4815214	8598543	8598543	12127678	12127678	16510065	16510065	21785759	21785759	26423527	26423527	35097926	35097926	36183355	36183355	48582551	48582551	40111556	40111556	43159467	43159467	54660987	54660987	52265311	52265311	64733912	64733912
17014	Mazatepec	PAN	Other	PAN	N	a	0	490754	490754	725622	725622	708377	708377	791992	791992	1235522	1235522	1793547	1793547	5897243	5897243	3072628	3072628	4062374	4062374	8062778	8062778	10167059	10167059	20496168	20496168	20460066	20460066	25198705	25198705	30197589	30197589	34194656	34194656	37358352	37358352	39226577	39226577	44500695	44500695	41825776	41825776	50681935	50681935
17015	Miacatlán	PRI	PRD	PRI	N	a	0	782989	782989	828729	828729	1009684	1009684	1036043	1036043	1703108	1703108	3875583	3875583	6281163	6281163	11583917	11583917	16377141	16377141	21708266	21708266	20782500	20782500	34096863	34096863	37367692	37367692	41948630	41948630	42188078	42188078	47595965	47595965	52101863	52101863	52851989	52851989	77288991	77288991	69611231	69611231	73183122	73183122
17016	Ocuituco	PRD	PAN	PAN	N	a	0	346937	346937	340176	340176	475592	475592	532337	532337	782578	782578	1823869	1823869	2954113	2954113	3835703	3835703	9826789	9826789	12689357	12689357	10800597	10800597	22402762	22402762	31818788	31818788	31247987	31247987	37477593	37477593	39111104	39111104	45370662	45370662	46812891	46812891	56276675	56276675	66783642	66783642	65565636	65565636
17017	Puente de Ixtla	PAN	PRD	PRI	N	a	0	1550045	1550045	1583384	1583384	2496485	2496485	2915199	2915199	3499754	3499754	6611265	6611265	10118766	10118766	13473608	13473608	15348012	15348012	23122067	23122067	44156748	44156748	55585579	55585579	65176651	65176651	60612473	60612473	77514061	77514061	81770280	81770280	86652003	86652003	100458269	100458269	112770776	112770776	110665395	110665395	159678653	159678653
17018	Temixco	PAN	PRD	PRI	N	a	0	1577614	1577614	2400326	2400326	3700293	3700293	3967831	3967831	6472354	6472354	8354131	8354131	11182855	11182855	14190494	14190494	19361745	19361745	63888703	63888703	67139431	67139431	100626524	100626524	107221688	107221688	140560691	140560691	174167982	174167982	157394119	157394119	169280437	169280437	292657059	292657059	242210957	242210957	306856075	306856075	371407179	371407179
17019	Tepalcingo	PRI	PAN	PRI	N	a	0	515321	515321	646442	646442	870405	870405	1158195	1158195	1490919	1490919	3236999	3236999	4877072	4877072	7479728	7479728	15164446	15164446	20287430	20287430	23811728	23811728	34180536	34180536	36233785	36233785	44895044	44895044	44568561	44568561	50962006	50962006	60592123	60592123	59432975	59432975	76806010	76806010	76087485	76087485	87449100	87449100
17020	Tepoztlán	PRI	PRD	PRI	N	a	0	832748	832748	1204209	1204209	1819194	1819194	1661818	1661818	2287115	2287115	4971454	4971454	3985738	3985738	5776170	5776170	18141255	18141255	25877711	25877711	24568738	24568738	38437953	38437953	44788931	44788931	49811998	49811998	58693669	58693669	58699999	58699999	91239038	91239038	91476207	91476207	88188508	88188508	90381913	90381913	102995086	102995086
17021	Tetecala	PRI	Other	PRI	N	a	0	1043772	1043772	1063186	1063186	1655191	1655191	1770445	1770445	2157468	2157468	4535172	4535172	6538959	6538959	8839137	8839137	10204229	10204229	11211950	11211950	14426457	14426457	17680405	17680405	19522288	19522288	26174974	26174974	27669419	27669419	32368378	32368378	36328702	36328702	38179510	38179510	46563823	46563823	55285649	55285649	53231270	53231270
17022	Tetela del Volcán	PRI	Other	PAN	N	a	0	411509	411509	463939	463939	544416	544416	648944	648944	1050695	1050695	2260310	2260310	3189542	3189542	4295355	4295355	10283798	10283798	13512680	13512680	15864248	15864248	28385372	28385372	28743986	28743986	33663272	33663272	35421326	35421326	40403301	40403301	43551336	43551336	56096984	56096984	71360416	71360416	67423557	67423557	70680034	70680034
17023	Tlalnepantla	PRI	PRD	PAN	N	a	0	1980556	1980556	252621	252621	303999	303999	325772	325772	488984	488984	1350527	1350527	1868534	1868534	2487063	2487063	2975137	2975137	7292210	7292210	8970660	8970660	18440029	18440029	30019271	30019271	0	0	0	0	30357586	30357586	33425022	33425022	37134706	37134706	41972890	41972890	40721246	40721246	48794963	48794963
17024	Tlaltizapán	PAN	PRD	PRI	N	a	0	842529	842529	1113893	1113893	1555082	1555082	1819589	1819589	1891877	1891877	4245860	4245860	5787827	5787827	8442404	8442404	11202055	11202055	31193047	31193047	2462368	2462368	58397169	58397169	77980485	77980485	69468155	69468155	63735631	63735631	74639601	74639601	79927857	79927857	88395708	88395708	104453500	104453500	108679208	108679208	131110096	131110096
17025	Tlaquiltenango	Other	Other	PRD	N	a	0	1245721	1245721	1083561	1083561	1792725	1792725	1573641	1573641	2274419	2274419	4531306	4531306	4823599	4823599	7324714	7324714	8285343	8285343	23245815	23245815	28173811	28173811	38701310	38701310	39966393	39966393	44839738	44839738	57563814	57563814	62759169	62759169	59991652	59991652	63765171	63765171	100231188	100231188	88187238	88187238	104723265	104723265
17026	Tlayacapan	PRI	PRD	PAN	N	a	0	446974	446974	370148	370148	535736	535736	551077	551077	901000	901000	1926619	1926619	2966413	2966413	3728623	3728623	4763515	4763515	7226742	7226742	0	0	24094386	24094386	32309512	32309512	34497692	34497692	0	0	39903944	39903944	45714858	45714858	49434864	49434864	51675122	51675122	56212830	56212830	65284499	65284499
17027	Totolapan	PRD	PAN	PRI	N	a	0	218252	218252	263386	263386	347480	347480	376677	376677	610574	610574	1210634	1210634	1793221	1793221	2654060	2654060	6261744	6261744	9044237	9044237	12560659	12560659	21670138	21670138	29985011	29985011	33389555	33389555	33950618	33950618	34396799	34396799	39788522	39788522	45577827	45577827	53589196	53589196	48754750	48754750	54479938	54479938
17028	Xochitepec	PAN	PRD	PRI	N	a	0	1087443	1087443	1143217	1143217	3122926	3122926	2380667	2380667	3003057	3003057	4351485	4351485	5424746	5424746	6887925	6887925	8874862	8874862	26338753	26338753	35780008	35780008	72514883	72514883	73962924	73962924	77005838	77005838	100252717	100252717	111247353	111247353	124649521	124649521	142656565	142656565	170869036	170869036	177552769	177552769	220238953	220238953
17029	Yautepec	PRD	PRD	PRI	N	a	0	2214442	2214442	2923990	2923990	4191102	4191102	4281186	4281186	6153755	6153755	9163529	9163529	17879173	17879173	18196122	18196122	35672967	35672967	59939927	59939927	73838543	73838543	91905530	91905530	120795615	120795615	0	0	119468653	119468653	130272167	130272167	150363353	150363353	184923788	184923788	192222742	192222742	186496262	186496262	233682289	233682289
17030	Yecapixtla	PRD	PRI	PAN	N	a	0	683338	683338	788142	788142	1091998	1091998	1356887	1356887	1916000	1916000	3360138	3360138	4229255	4229255	7040155	7040155	7342824	7342824	11919472	11919472	26686403	26686403	43525310	43525310	56015048	56015048	60456007	60456007	57627570	57627570	67911830	67911830	75119934	75119934	77971761	77971761	95710462	95710462	95378389	95378389	137252518	137252518
17031	Zacatepec	PRD	PRI	PRI	N	a	0	1033630	1033630	1521118	1521118	1948059	1948059	1871370	1871370	2908773	2908773	4156726	4156726	6169484	6169484	7790301	7790301	10821664	10821664	24274306	24274306	30669239	30669239	40775928	40775928	38514358	38514358	47166656	47166656	50037819	50037819	59077736	59077736	66047088	66047088	101370991	101370991	98648882	98648882	64282660	64282660	72861859	72861859
17032	Zacualpan	PRD	PRI	Other	N	a	0	277384	277384	388338	388338	377597	377597	370213	370213	538384	538384	1218275	1218275	1940245	1940245	4619101	4619101	7356753	7356753	8047612	8047612	8152123	8152123	20226051	20226051	27716515	27716515	32009521	32009521	30113223	30113223	32738989	32738989	43144431	43144431	35472160	35472160	45122014	45122014	41277184	41277184	49024245	49024245
17033	Temoac	PRD	PRD	Other	N	a	0	227362	227362	286027	286027	399955	399955	466985	466985	653024	653024	1755634	1755634	2279935	2279935	3260059	3260059	4618160	4618160	9732218	9732218	0	0	21689802	21689802	26593885	26593885	36018746	36018746	32140159	32140159	41852859	41852859	40053109	40053109	41769337	41769337	52854529	52854529	48782205	48782205	56125742	56125742
18001	Acaponeta	PRI	PRD	PRI	S	S	0	2402595	2402595	3662533	3662533	3676848	3676848	4306880	4306880	8634443	8634443	8275664	8275664	11902554	11902554	12955958	12955958	26958610	26958610	32907023	32907023	38548309	38548309	49138506	49138506	52049994	52049994	60004118	60004118	59090809	59090809	68397560	68397560	74779039	74779039	79681621	79681621	107185610	107185610	126373844	126373844	116701804	116701804
18002	Ahuacatlán	PRI	PAN	PAN	S	S	0	2002526	2002526	3901726	3901726	4491456	4491456	4968469	4968469	4602400	4602400	5186078	5186078	7304633	7304633	7742436	7742436	13375010	13375010	9992146	9992146	22365334	22365334	24783475	24783475	22668164	22668164	27529406	27529406	29968840	29968840	41535396	41535396	46641647	46641647	51983479	51983479	58070310	58070310	52828903	52828903	61390971	61390971
18003	Amatlán de Cañas	PAN	PRI	PAN	S	S	0	1351370	1351370	2257315	2257315	2552743	2552743	3040813	3040813	4413648	4413648	4402461	4402461	7654098	7654098	9374882	9374882	12710425	12710425	5364899	5364899	17606535	17606535	18097208	18097208	13937291	13937291	25710570	25710570	26357413	26357413	32015724	32015724	36149221	36149221	33763724	33763724	42073094	42073094	35846855	35846855	43716783	43716783
18004	Compostela	PRI	PRI	PAN	S	s	0	5422247	5422247	6109829	6109829	7214144	7214144	10280619	10280619	11293219	11293219	11414351	11414351	13448535	13448535	15641398	15641398	33285801	33285801	49648413	49648413	52230772	52230772	59720795	59720795	79635656	79635656	76948174	76948174	85853111	85853111	109602816	109602816	108222293	108222293	119476628	119476628	159857210	159857210	179295875	179295875	213683528	213683528
18005	Huajicori	PRI	PRD	PRI	S	S	0	952100	952100	1482556	1482556	1281138	1281138	1606792	1606792	1814760	1814760	2291619	2291619	3221894	3221894	3650840	3650840	10044610	10044610	30897091	30897091	14723711	14723711	17873237	17873237	19555803	19555803	24840995	24840995	0	0	29228863	29228863	34827811	34827811	42714665	42714665	75090016	75090016	95890157	95890157	101183416	101183416
18006	Ixtlán del Río	PRI	PAN	PAN	S	S	0	1910831	1910831	3001581	3001581	3038243	3038243	3742153	3742153	6666030	6666030	7988867	7988867	9828376	9828376	11339421	11339421	13456824	13456824	23333480	23333480	28223831	28223831	30643667	30643667	34920366	34920366	38459060	38459060	46948327	46948327	47590217	47590217	74932634	74932634	57866553	57866553	61795613	61795613	88970946	88970946	90848416	90848416
18007	Jala	PRI	PAN	PAN	S	S	0	1797238	1797238	3539359	3539359	4441728	4441728	4371040	4371040	4929992	4929992	5241529	5241529	6746879	6746879	8307138	8307138	9887922	9887922	18942941	18942941	23000373	23000373	26282450	26282450	28503191	28503191	32752126	32752126	33375159	33375159	37268367	37268367	47642109	47642109	45835834	45835834	56363074	56363074	64481688	64481688	47578219	47578219
18008	Xalisco	PRI	PRI	PAN	S	s	0	2475106	2475106	4327132	4327132	5500923	5500923	5699725	5699725	5507468	5507468	6406880	6406880	8854492	8854492	9271511	9271511	17057652	17057652	24693805	24693805	32115148	32115148	38578074	38578074	42895376	42895376	52414069	52414069	69314096	69314096	73918934	73918934	93351798	93351798	110450950	110450950	94122042	94122042	130873369	130873369	110308622	110308622
18009	Del Nayar	PRI	PRI	PAN	S	S	0	1062632	1062632	2210316	2210316	2472762	2472762	503169	503169	2307201	2307201	2768812	2768812	4028277	4028277	4289011	4289011	5208343	5208343	36841423	36841423	35651938	35651938	39281007	39281007	45737665	45737665	51021267	51021267	55768649	55768649	60243964	60243964	79521153	79521153	99933738	99933738	116213434	116213434	131184206	131184206	217143451	217143451
18010	Rosamorada	PRI	PRD	PRI	S	s	1	1476416	1476416	2628050	2628050	2582491	2582491	2684082	2684082	4339127	4339127	5226187	5226187	7940194	7940194	8447048	8447048	10215527	10215527	31780791	31780791	34067741	34067741	37130024	37130024	39196342	39196342	46930427	46930427	69681229	69681229	66638895	66638895	67693680	67693680	85129563	85129563	96624406	96624406	122414694	122414694	118439456	118439456
18011	Ruíz	PRI	PRI	PAN	S	S	0	1620932	1620932	2297087	2297087	4677252	4677252	4690750	4690750	5862146	5862146	5706620	5706620	8601332	8601332	9807731	9807731	11683424	11683424	24085103	24085103	33766120	33766120	35828194	35828194	37368334	37368334	42408503	42408503	58531836	58531836	55210916	55210916	64906036	64906036	64792862	64792862	71069690	71069690	79739107	79739107	97930125	97930125
18012	San Blas	PAN	PAN	PRI	S	s	0	2787788	2787788	5444784	5444784	5282160	5282160	7300270	7300270	7983057	7983057	8808845	8808845	12213380	12213380	13984525	13984525	0	0	29232722	29232722	45086684	45086684	0	0	0	0	53851165	53851165	66505344	66505344	66162400	66162400	81358189	81358189	75852530	75852530	97392017	97392017	95657634	95657634	124012948	124012948
18013	San Pedro Lagunillas	PRI	PRI	PRI	S	S	0	1575007	1575007	2601331	2601331	2837062	2837062	3134495	3134495	4581408	4581408	4763142	4763142	6711701	6711701	8276522	8276522	9245924	9245924	12357474	12357474	14333490	14333490	15120143	15120143	18316754	18316754	23531822	23531822	25281510	25281510	30282460	30282460	30466404	30466404	28043439	28043439	32872429	32872429	36423519	36423519	43367026	43367026
18014	Santa María del Oro	PRI	PRI	PRI	S	S	0	1784905	1784905	2237522	2237522	2694349	2694349	3254700	3254700	3894342	3894342	4544960	4544960	7033606	7033606	8684263	8684263	10191066	10191066	12927714	12927714	25493729	25493729	30760894	30760894	30891451	30891451	42530737	42530737	47741385	47741385	48722039	48722039	58377868	58377868	63775742	63775742	72146380	72146380	87590622	87590622	61102350	61102350
18015	Santiago Ixcuintla	PRI	PRI	PRD	S	s	0	5616728	5616728	6982234	6982234	8112088	8112088	8929517	8929517	17132391	17132391	18548329	18548329	22877047	22877047	26412835	26412835	35681608	35681608	40475670	40475670	80021018	80021018	97603655	97603655	113775473	113775473	125284207	125284207	125739712	125739712	137366566	137366566	164224827	164224827	186935932	186935932	220418365	220418365	281458338	281458338	270404574	270404574
18016	Tecuala	PRI	PRD	PRI	S	s	0	1979845	1979845	2427437	2427437	2935039	2935039	3407055	3407055	5911564	5911564	6796003	6796003	8026597	8026597	9777410	9777410	23663925	23663925	31454344	31454344	38729504	38729504	41326363	41326363	48674028	48674028	48713525	48713525	52368877	52368877	58978181	58978181	59387360	59387360	67440888	67440888	78743085	78743085	115527399	115527399	101588823	101588823
18017	Tepic	PRI	PRI	PRI	S	S	1	27311568	27311568	49955295	49955295	54952149	54952149	65024000	65024000	76930000	76930000	87671195	87671195	109054643	109054643	135860725	135860725	162111799	162111799	200201937	200201937	330916332	330916332	420907841	420907841	414418556	414418556	521790770	521790770	610624207	610624207	660147211	660147211	751375044	751375044	807810156	807810156	975105404	975105404	1322220498	1322220498	1561479723	1561479723
18018	Tuxpan	Other	PRI	PRI	S	s	0	3161041	3161041	5291789	5291789	5825568	5825568	6353970	6353970	7493723	7493723	8201677	8201677	10248586	10248586	12058089	12058089	13943924	13943924	17164443	17164443	35164243	35164243	35956198	35956198	40866736	40866736	46086031	46086031	85296793	85296793	79058699	79058699	78427379	78427379	75568414	75568414	80892784	80892784	102438552	102438552	91711568	91711568
18019	La Yesca	PAN	PRI	PAN	S	S	0	873508	873508	1361595	1361595	1366552	1366552	1978245	1978245	2245384	2245384	2710774	2710774	4737089	4737089	4924771	4924771	5734982	5734982	6934311	6934311	21214509	21214509	20626717	20626717	21478792	21478792	23837325	23837325	26000779	26000779	27164500	27164500	31539768	31539768	33062324	33062324	65855667	65855667	58693385	58693385	89819315	89819315
18020	Bahía de Banderas	PRI	PRI	PAN	S	S	0	880864	880864	6010519	6010519	8892184	8892184	8478515	8478515	8834879	8834879	10412266	10412266	13873984	13873984	20778851	20778851	38272176	38272176	55756738	55756738	64878932	64878932	101433973	101433973	117438128	117438128	141130353	141130353	207483410	207483410	260643208	260643208	336664866	336664866	511360432	511360432	676145661	676145661	665553581	665553581	567568572	567568572
19001	Abasolo	Other	PRI	PRI	D	Z	0	491414	491414	609011	609011	921075	921075	1306885	1306885	1424090	1424090	1571098	1571098	3788313	3788313	5079214	5079214	5422829	5422829	5948917	5948917	6811708	6811708	9605129	9605129	13610168	13610168	10969848	10969848	10931456	10931456	11398658	11398658	13256356	13256356	17745264	17745264	20065237	20065237	17331222	17331222	18594552	18594552
19002	Agualeguas	PRI	PRI	PRI	D	Z	0	8048468	8048468	3914110	3914110	6813729	6813729	3571655	3571655	501808	501808	4047680	4047680	4282750	4282750	4459143	4459143	7379089	7379089	10621659	10621659	11883418	11883418	15975198	15975198	21778835	21778835	19587907	19587907	17272052	17272052	19404859	19404859	24908498	24908498	0	0	30233107	30233107	33236692	33236692	25335216	25335216
19003	Los Aldamas	PRI	PAN	PRI	D	Z	0	822694	822694	1103552	1103552	1290565	1290565	1573882	1573882	1701506	1701506	1910873	1910873	2210909	2210909	2908130	2908130	5291383	5291383	7234367	7234367	8794109	8794109	10640837	10640837	12367769	12367769	11322042	11322042	12077364	12077364	13616678	13616678	14165010	14165010	14089868	14089868	18812863	18812863	18480906	18480906	17631274	17631274
19004	Allende	PRI	PRI	PRI	D	Z	0	5742998	5742998	6547812	6547812	7366651	7366651	11173147	11173147	11518196	11518196	14411057	14411057	15608597	15608597	16356179	16356179	22797837	22797837	31538843	31538843	34931055	34931055	47721472	47721472	60570030	60570030	59346020	59346020	62786433	62786433	70778506	70778506	74317767	74317767	83311883	83311883	108665522	108665522	114902037	114902037	149115503	149115503
19005	Anáhuac	PRI	PRI	PAN	D	Z	0	1995941	1995941	2742174	2742174	8999279	8999279	16079324	16079324	15295488	15295488	15753147	15753147	20418988	20418988	23105728	23105728	29781442	29781442	37328796	37328796	46639402	46639402	53385480	53385480	53939069	53939069	52400762	52400762	60622390	60622390	72276412	72276412	77851791	77851791	89230732	89230732	117589060	117589060	111687758	111687758	122948811	122948811
19006	Apodaca	PRI	PRI	PRI	D	Z	0	17044650	17044650	35898916	35898916	42324477	42324477	36613592	36613592	48946745	48946745	51200000	51200000	65830915	65830915	90239191	90239191	166615514	166615514	219305283	219305283	266733474	266733474	321017146	321017146	381339026	381339026	432365484	432365484	466525674	466525674	514048967	514048967	666496454	666496454	768075826	768075826	926939504	926939504	916051130	916051130	1020124569	1020124569
19007	Aramberri	PRI	PRI	PRI	D	Z	0	1395281	1395281	1244122	1244122	1967780	1967780	2926324	2926324	3333920	3333920	3574974	3574974	3913075	3913075	5094316	5094316	9326421	9326421	17895322	17895322	29687342	29687342	31319181	31319181	39930045	39930045	43189184	43189184	43649582	43649582	49898574	49898574	52735752	52735752	50653712	50653712	73342526	73342526	68785028	68785028	59376136	59376136
19008	Bustamante	PAN	PAN	PAN	D	Z	1	1066644	1066644	1368212	1368212	2514689	2514689	3105214	3105214	3205843	3205843	3254602	3254602	3956649	3956649	4795258	4795258	8389161	8389161	12338950	12338950	14311406	14311406	16629804	16629804	25886040	25886040	26307644	26307644	21597647	21597647	22633390	22633390	21786487	21786487	28755914	28755914	33391592	33391592	43865930	43865930	32545247	32545247
19009	Cadereyta Jiménez	PRI	PAN	PRI	D	Z	0	4605894	4605894	5814342	5814342	7644900	7644900	10463021	10463021	12626179	12626179	17732212	17732212	26225969	26225969	30685596	30685596	48005709	48005709	71974368	71974368	83966204	83966204	106551685	106551685	118096190	118096190	116476396	116476396	129168478	129168478	171716147	171716147	174317078	174317078	231237980	231237980	311645376	311645376	280919410	280919410	240855446	240855446
19010	Carmen	PRI	Other	PRI	D	Z	0	1152975	1152975	1948441	1948441	2887550	2887550	3736309	3736309	4494023	4494023	4940311	4940311	3903542	3903542	5637323	5637323	8262067	8262067	10557169	10557169	14288210	14288210	18096578	18096578	19706992	19706992	20312662	20312662	23702434	23702434	27181667	27181667	28781753	28781753	35423867	35423867	41807181	41807181	48691381	48691381	44584888	44584888
19011	Cerralvo	PRI	PRI	PRI	D	Z	0	1544488	1544488	2190285	2190285	3805071	3805071	4143429	4143429	4145879	4145879	4162724	4162724	4772712	4772712	5532665	5532665	9310510	9310510	12084419	12084419	13204565	13204565	18039792	18039792	21716078	21716078	24155906	24155906	24480840	24480840	33466313	33466313	39203202	39203202	35488379	35488379	40895990	40895990	44807404	44807404	42753787	42753787
19012	Ciénega de Flores	PRI	PRD	Other	D	Z	0	1733975	1733975	2412405	2412405	2490708	2490708	3345157	3345157	5464873	5464873	4922778	4922778	6916156	6916156	8686383	8686383	11549052	11549052	19171593	19171593	22205506	22205506	30680637	30680637	37430380	37430380	36269961	36269961	40228565	40228565	52997024	52997024	58266519	58266519	81711356	81711356	98811278	98811278	91087746	91087746	90328312	90328312
19013	China	PAN	PRI	PRI	D	Z	0	1697061	1697061	3117251	3117251	4727009	4727009	6655737	6655737	7538028	7538028	7075590	7075590	7554558	7554558	8500488	8500488	12432419	12432419	16058111	16058111	19879161	19879161	25966655	25966655	29258361	29258361	30442055	30442055	33193091	33193091	41225760	41225760	50441290	50441290	43958062	43958062	54500020	54500020	54853700	54853700	57456106	57456106
19014	Dr. Arroyo	PRI	PRI	PAN	D	Z	0	3049877	3049877	5301840	5301840	3687570	3687570	5089930	5089930	6406467	6406467	9772940	9772940	7926338	7926338	10143386	10143386	26265101	26265101	39256873	39256873	41016007	41016007	51115732	51115732	60005336	60005336	59927485	59927485	69581042	69581042	76142776	76142776	91293984	91293984	107701488	107701488	129834476	129834476	110734428	110734428	124451473	124451473
19015	Dr. Coss	PAN	PRI	PAN	D	Z	0	1269494	1269494	1429438	1429438	1460819	1460819	1613065	1613065	1982077	1982077	2225282	2225282	2705007	2705007	3326760	3326760	5340924	5340924	6860491	6860491	8647086	8647086	12400709	12400709	15171695	15171695	15105749	15105749	15962046	15962046	17444979	17444979	17676821	17676821	23060947	23060947	28326425	28326425	27596997	27596997	24492866	24492866
