Área Geográfica Clave	Nombre	Party previous before 2006	Party first in Calderon period	Party last in Calderon period	2007 Sketch Strafor Cartel	2010 Sketch Strafor Cartel	Intervention Indicator	Ingresos y Egresos Públicos (Pesos) 1990 Partida Egresos	Ingresos	1991 Partida Egresos	Ingresos2	1992 Partida Egresos	Ingresos3	1993 Partida Egresos	Ingresos4	1994 Partida Egresos	Ingresos5	1995 Partida Egresos	Ingresos6	1996 Partida Egresos	Ingresos7	1997 Partida Egresos	Ingresos8	1998 Partida Egresos	Ingresos9	1999 Partida Egresos	Ingresos10	2000 Partida Egresos	Ingresos11	2001 Partida Egresos	Ingresos12	2002 Partida Egresos	Ingresos13	2003 Partida Egresos	Ingresos14	2004 Partida Egresos	Ingresos15	2005 Partida Egresos	Ingresos16	2006 Partida Egresos	Ingresos17	2007 Partida Egresos	Ingresos18	2008 Partida Egresos	Ingresos19	2009 Partida Egresos	Ingresos20	2010 Partida Egresos	Ingresos21
7037	Huehuetán	PAN-PRD	PRI	PRI	N	S	0	1188812	1188812	1626800	1626800	0	0	2573960	2573960	3241712	3241712	2920545	2920545	4218836	4218836	5859126	5859126	7916579	7916579	8637238	8637238	16183454	16183454	0	0	35520923	35520923	36834250	36834250	46988675	46988675	44900474	44900474	52702294	52702294	56607475	56607475	73825416	73825416	80946660	80946660	0	0
7038	Huixtán	PRI	PRD	PAN-PRD	N	Z	0	645264	645264	901200	901200	991454	991454	1391248	1391248	1316298	1316298	1512472	1512472	2197324	2197324	3041528	3041528	4585494	4585494	4771081	4771081	6645066	6645066	0	0	31977916	31977916	33545966	33545966	38586132	38586132	38885290	38885290	47914736	47914736	57235918	57235918	0	0	133629717	133629717	0	0
7039	Huitiupán	PRI	PRD	PAN-PRD	N	Z	0	724294	724294	847700	847700	902173	902173	1727556	1727556	1884582	1884582	1489589	1489589	2154220	2154220	3951401	3951401	4330434	4330434	5097521	5097521	8394342	8394342	0	0	42544405	42544405	41688350	41688350	59624046	59624046	44083625	44083625	57695372	57695372	54681794	54681794	66672575	66672575	89211026	89211026	74967331	74967331
7040	Huixtla	PRD	PRI	PAN-PRD	N	S	0	3437017	3437017	4396400	4396400	5051068	5051068	6188888	6188888	8614884	8614884	9533308	9533308	9079764	9079764	13373585	13373585	17899470	17899470	20251306	20251306	29024069	29024069	0	0	51453287	51453287	62126136	62126136	70574108	70574108	66623218	66623218	92824387	92824387	93152750	93152750	0	0	89619324	89619324	110241042	110241042
7041	La Independencia	PRI	PRD	PRI	N	Z	0	904204	904204	1292500	1292500	1949623	1949623	2406366	2406366	2705972	2705972	2163957	2163957	2919043	2919043	4828646	4828646	6308360	6308360	6971310	6971310	9347263	9347263	0	0	52927380	52927380	44594757	44594757	50233743	50233743	52677749	52677749	73437966	73437966	75376674	75376674	88355777	88355777	97296179	97296179	82407802	82407802
7042	Ixhuatán	PRI	PRD	PAN-PRD	N	Z	0	600165	600165	766700	766700	814263	814263	975324	975324	1311675	1311675	1086682	1086682	1818077	1818077	2817453	2817453	3662853	3662853	4340342	4340342	4876688	4876688	0	0	13295511	13295511	13859307	13859307	15553998	15553998	21025422	21025422	35582016	35582016	27634875	27634875	0	0	37613923	37613923	31375726	31375726
7043	Ixtacomitán	PAN-PRD	PRI	Other	N	Z	0	763042	763042	930900	930900	910164	910164	1669832	1669832	1667229	1667229	1668648	1668648	2217360	2217360	3445894	3445894	4213186	4213186	8891529	8891529	10414140	10414140	0	0	13053000	13053000	14645999	14645999	17927394	17927394	16899856	16899856	22633712	22633712	0	0	22920472	22920472	24396918	24396918	24144318	24144318
7044	Ixtapa	PRI	Other	PRI	N	Z	0	864411	864411	3781300	3781300	900060	900060	1923000	1923000	1477792	1477792	1580670	1580670	2292228	2292228	3616884	3616884	5699681	5699681	5130928	5130928	7527516	7527516	0	0	17438574	17438574	27373956	27373956	0	0	32371319	32371319	40781648	40781648	0	0	55115827	55115827	94306104	94306104	0	0
7045	Ixtapangajoya	PAN	PAN	PRI	N	Z	0	540518	540518	677900	677900	705878	705878	896489	896489	1016617	1016617	1208826	1208826	1604446	1604446	2613286	2613286	3054258	3054258	3314489	3314489	3996161	3996161	0	0	9411581	9411581	11283066	11283066	13517010	13517010	13458384	13458384	17155106	17155106	0	0	18464859	18464859	20420757	20420757	20754764	20754764
7046	Jiquipilas	PRD	PRD	PRI	N	D	0	1176442	1176442	2357700	2357700	2058164	2058164	3335127	3335127	3723856	3723856	4181000	4181000	4548985	4548985	7045466	7045466	10114756	10114756	10412130	10412130	13725608	13725608	0	0	45149145	45149145	54102635	54102635	57634546	57634546	67928039	67928039	72609750	72609750	99955888	99955888	95520067	95520067	93183049	93183049	81648667	81648667
7047	Jitotol	PRD	PRD	PRI	N	Z	0	698969	698969	966800	966800	950376	950376	1602610	1602610	2119168	2119168	1416633	1416633	1806202	1806202	3183324	3183324	4737760	4737760	4774993	4774993	5873767	5873767	0	0	20678378	20678378	22183841	22183841	24391499	24391499	30809369	30809369	45365771	45365771	0	0	51294633	51294633	50595566	50595566	0	0
7048	Juárez	PAN-PRD	PRI	PAN-PRD	N	Z	0	2903191	2903191	2757200	2757200	3130328	3130328	4542960	4542960	4754648	4754648	4310036	4310036	5822274	5822274	7924625	7924625	11656183	11656183	12240438	12240438	28632887	28632887	0	0	30300832	30300832	43383360	43383360	48608619	48608619	37379765	37379765	64472056	64472056	64841399	64841399	64983389	64983389	59908709	59908709	71765672	71765672
7049	Larráinzar	PRI	PRI	PRI	N	Z	0	699607	699607	840200	840200	947972	947972	2358000	2358000	2125682	2125682	1387517	1387517	2160813	2160813	3261741	3261741	3862758	3862758	4325063	4325063	5673710	5673710	0	0	29737515	29737515	33208092	33208092	35531903	35531903	34081875	34081875	42564531	42564531	49811128	49811128	64217398	64217398	57506161	57506161	58622728	58622728
7050	La Libertad	PAN	PRI	PAN-PRD	N	Z	0	784613	784613	1303200	1303200	1162814	1162814	1696016	1696016	1652382	1652382	1704024	1704024	2558963	2558963	3494875	3494875	4212235	4212235	4714112	4714112	6046677	6046677	0	0	11434314	11434314	12827226	12827226	0	0	15741482	15741482	0	0	0	0	21266370	21266370	22460767	22460767	23914752	23914752
7051	Mapastepec	PRI	Other	PAN-PRD	N	S	0	2063034	2063034	2613600	2613600	2887971	2887971	3600000	3600000	4500100	4500100	4839749	4839749	11296258	11296258	8882668	8882668	13280596	13280596	12699348	12699348	19621276	19621276	0	0	41249500	41249500	47894238	47894238	49456859	49456859	53541783	53541783	65466495	65466495	89898605	89898605	88378934	88378934	82805797	82805797	87261471	87261471
7052	Las Margaritas	PRD	PRD	Other	N	Z	0	3155383	3155383	4412300	4412300	4804413	4804413	7433264	7433264	8429063	8429063	6145411	6145411	9699404	9699404	15003097	15003097	18664723	18664723	19559753	19559753	27692404	27692404	26275730	26275730	149439852	149439852	200084302	200084302	0	0	0	0	219915890	219915890	0	0	284030325	284030325	372331068	372331068	337486757	337486757
7053	Mazapa de Madero	PRD	PRI	PAN-PRD	N	Z	0	498026	498026	749800	749800	1123373	1123373	1389606	1389606	1338777	1338777	1203488	1203488	2234112	2234112	13847455	13847455	3045505	3045505	3607804	3607804	8119359	8119359	0	0	14462392	14462392	14899338	14899338	15864218	15864218	17789201	17789201	23972094	23972094	24099987	24099987	34028476	34028476	36206823	36206823	27901033	27901033
7054	Mazatán	PRI	PRD	PRI	N	Z	0	1057049	1057049	1270300	1270300	1354173	1354173	2463673	2463673	4055776	4055776	0	0	2875966	2875966	4303171	4303171	5701511	5701511	7250770	7250770	14633546	14633546	0	0	23631392	23631392	26339922	26339922	28749525	28749525	36381997	36381997	45635094	45635094	47528366	47528366	52110242	52110242	56965759	56965759	55804999	55804999
7055	Metapa	PRI	Other	PAN-PRD	N	S	0	587301	587301	844700	844700	908065	908065	1198360	1198360	1601947	1601947	1766456	1766456	1577422	1577422	2875537	2875537	3016235	3016235	3377654	3377654	4458450	4458450	6288079	6288079	9034666	9034666	0	0	0	0	11484379	11484379	15566760	15566760	18063397	18063397	0	0	18439244	18439244	0	0
7056	Mitontic	PRI	PRI	PRI	N	Z	0	776634	776634	993200	993200	727051	727051	1216000	1216000	1942338	1942338	1558270	1558270	2220083	2220083	2511856	2511856	3644547	3644547	3932037	3932037	4741609	4741609	0	0	1310922	1310922	16925189	16925189	0	0	20295905	20295905	23651273	23651273	28404698	28404698	30096235	30096235	38932436	38932436	39203651	39203651
7057	Motozintla	PAN-PRD	PRI	PRI	N	Z	0	1979874	1979874	3127500	3127500	2535911	2535911	4066766	4066766	4100425	4100425	5034807	5034807	13157994	13157994	24236932	24236932	35292885	35292885	43453557	43453557	55744504	55744504	62818644	62818644	79031940	79031940	87208069	87208069	90625965	90625965	98539859	98539859	145705009	145705009	153470288	153470288	176019672	176019672	180640441	180640441	148888559	148888559
7058	Nicolás Ruíz	PRD	PRD	PAN-PRD	N	Z	0	472187	472187	642900	642900	594558	594558	1063621	1063621	925269	925269	1181927	1181927	1535320	1535320	1973412	1973412	2644825	2644825	3160484	3160484	3786748	3786748	0	0	10266837	10266837	10412935	10412935	11633058	11633058	13290644	13290644	21196529	21196529	21752309	21752309	22242883	22242883	25484703	25484703	18839910	18839910
7059	Ocosingo	PRI	PAN	PAN-PRD	N	S	0	3358965	3358965	4867900	4867900	6019458	6019458	0	0	11108871	11108871	7410942	7410942	9027514	9027514	14921201	14921201	27667755	27667755	25089218	25089218	34425782	34425782	0	0	205625291	205625291	274575083	274575083	256426054	256426054	256214724	256214724	363758387	363758387	403606063	403606063	582448525	582448525	664644874	664644874	571668277	571668277
7060	Ocotepec	PAN-PRD	PRD	PAN-PRD	N	Z	0	620567	620567	716000	716000	606633	606633	1095000	1095000	1143231	1143231	1070437	1070437	1733862	1733862	6123557	6123557	3417287	3417287	3686265	3686265	5147866	5147866	0	0	16129755	16129755	15799556	15799556	20256772	20256772	19579938	19579938	25176202	25176202	0	0	0	0	27175999	27175999	38816370	38816370
7061	Ocozocoautla de Espinosa	PRI	PAN	PRI	N	Z	0	2092672	2092672	2452100	2452100	2300618	2300618	3568247	3568247	4152517	4152517	4704483	4704483	5714797	5714797	22145959	22145959	11229063	11229063	13054106	13054106	18101746	18101746	0	0	76823983	76823983	90902653	90902653	112103135	112103135	95602643	95602643	140537860	140537860	171870794	171870794	139302548	139302548	176326417	176326417	202161808	202161808
7062	Ostuacán	PAN-PRD	PRI	PAN-PRD	N	Z	0	1601712	1601712	1798700	1798700	1579606	1579606	2503077	2503077	2535623	2535623	2375312	2375312	3102351	3102351	4931840	4931840	6043879	6043879	6999612	6999612	9417257	9417257	0	0	25549048	25549048	35223249	35223249	41474071	41474071	32812189	32812189	53588474	53588474	53596763	53596763	55294037	55294037	85490941	85490941	82933626	82933626
7063	Osumacinta	PRI	PAN	PAN-PRD	N	Z	0	386556	386556	408900	408900	580565	580565	903996	903996	1103200	1103200	951314	951314	1456187	1456187	1610284	1610284	2391419	2391419	2372494	2372494	2990168	2990168	0	0	6284540	6284540	7425151	7425151	0	0	9460804	9460804	12331300	12331300	0	0	13485638	13485638	12218420	12218420	13071021	13071021
7064	Oxchuc	PRI	PRI	PAN-PRD	N	Z	0	477229	477229	1295100	1295100	1181454	1181454	1770000	1770000	1523335	1523335	2007863	2007863	2299681	2299681	4039716	4039716	5578992	5578992	6056713	6056713	8457360	8457360	0	0	60115604	60115604	63774431	63774431	67517927	67517927	77419060	77419060	86906993	86906993	101033685	101033685	123136769	123136769	178355444	178355444	167863010	167863010
7065	Palenque	PRD	Other	Other	N	Z	0	4609357	4609357	7013800	7013800	6451035	6451035	10483138	10483138	13064540	13064540	9320109	9320109	14034390	14034390	19111681	19111681	28033425	28033425	30161412	30161412	38447588	38447588	0	0	119788693	119788693	142170370	142170370	132675246	132675246	160073004	160073004	221478215	221478215	223174781	223174781	225522100	225522100	247341649	247341649	285015281	285015281
7066	Pantelhó	PRD	PRD	PAN-PRD	N	Z	0	673646	673646	778400	778400	569815	569815	787000	787000	1089122	1089122	1652492	1652492	1760612	1760612	2937415	2937415	3777618	3777618	4033007	4033007	5191896	5191896	0	0	25000672	25000672	26823289	26823289	29478760	29478760	33411379	33411379	38160705	38160705	46629429	46629429	65745137	65745137	61477485	61477485	59179138	59179138
7067	Pantepec	PRD	PRI	PRI	N	Z	0	541157	541157	667200	667200	721309	721309	1054459	1054459	977314	977314	1174430	1174430	1693937	1693937	2922940	2922940	3757085	3757085	3900580	3900580	12497123	12497123	13889719	13889719	16900444	16900444	16230466	16230466	17687916	17687916	20102700	20102700	28137599	28137599	0	0	37031298	37031298	34326499	34326499	38351357	38351357
7068	Pichucalco	PAN-PRD	PAN	PRI	N	Z	0	3288593	3288593	4139800	4139800	3598463	3598463	5716875	5716875	6724900	6724900	6034887	6034887	7311162	7311162	10661577	10661577	11774477	11774477	13938228	13938228	23414347	23414347	0	0	33904758	33904758	46946741	46946741	55668215	55668215	52454793	52454793	89869608	89869608	97315558	97315558	93352575	93352575	102174404	102174404	123807767	123807767
7069	Pijijiapan	PRD	PRI	PAN-PRD	N	S	0	2477335	2477335	2886000	2886000	4646027	4646027	5430802	5430802	10735273	10735273	5085195	5085195	6388937	6388937	9570133	9570133	15675283	15675283	16652339	16652339	21844187	21844187	0	0	62728689	62728689	73041721	73041721	85569464	85569464	77113578	77113578	109544825	109544825	0	0	140596047	140596047	164535330	164535330	159509826	159509826
7070	El Porvenir	PRI	PRI	Other	N	Z	0	560029	560029	669000	669000	750978	750978	1101383	1101383	1200299	1200299	1344155	1344155	2159408	2159408	2619551	2619551	3842221	3842221	4088153	4088153	6110931	6110931	0	0	25901761	25901761	32137979	32137979	30817053	30817053	29412381	29412381	48932842	48932842	51528122	51528122	57086875	57086875	60021383	60021383	47365670	47365670
7071	Villa Comaltitlán	Other	PRI	Other	N	S	0	1447450	1447450	1787800	1787800	2106709	2106709	2983000	2983000	3419641	3419641	3826233	3826233	4489280	4489280	6276291	6276291	8186677	8186677	10945264	10945264	29436574	29436574	0	0	43878140	43878140	41566197	41566197	44785064	44785064	43242486	43242486	57070539	57070539	61473336	61473336	0	0	70213485	70213485	68501627	68501627
7072	Pueblo Nuevo Solistahuacán	PRD	PRD	PAN-PRD	N	Z	0	1101110	1101110	1191000	1191000	1495500	1495500	1819000	1819000	1630064	1630064	1896786	1896786	2740442	2740442	6044613	6044613	5544835	5544835	6324382	6324382	7579228	7579228	0	0	36856679	36856679	39701110	39701110	43736922	43736922	44789125	44789125	50076512	50076512	0	0	72684575	72684575	0	0	0	0
7073	Rayón	PRD	PAN	Other	N	Z	0	893048	893048	748500	748500	769340	769340	1253166	1253166	1316145	1316145	1206164	1206164	1806284	1806284	2540067	2540067	3395223	3395223	3942294	3942294	8588411	8588411	0	0	12758565	12758565	12347019	12347019	14022046	14022046	15526754	15526754	21598483	21598483	26241856	26241856	22230643	22230643	26488080	26488080	24641392	24641392
7074	Reforma	PAN-PRD	Other	PAN-PRD	N	Z	0	3242852	3242852	2979600	2979600	3409812	3409812	5251659	5251659	6140878	6140878	5274375	5274375	6414731	6414731	8589778	8589778	12318347	12318347	14546085	14546085	23382306	23382306	0	0	35290691	35290691	47848047	47848047	51248205	51248205	50714399	50714399	73261760	73261760	82898635	82898635	101934472	101934472	117240948	117240948	127934907	127934907
7075	Las Rosas	PAN	PRD	PAN-PRD	N	Z	0	1334839	1334839	1526800	1526800	1607714	1607714	2322311	2322311	1871839	1871839	2306315	2306315	3298070	3298070	4658886	4658886	5778813	5778813	6346312	6346312	8116497	8116497	0	0	26233184	26233184	31148367	31148367	37069864	37069864	0	0	48911182	48911182	50094610	50094610	0	0	67454191	67454191	68805434	68805434
7076	Sabanilla	PRI	PRI	PAN-PRD	N	Z	0	1038959	1038959	1568500	1568500	1526466	1526466	4084000	4084000	2416737	2416737	2644608	2644608	3314773	3314773	4997728	4997728	6264280	6264280	7435810	7435810	8770814	8770814	0	0	32820625	32820625	33897107	33897107	39872225	39872225	40217190	40217190	52773679	52773679	51654987	51654987	70234816	70234816	81418370	81418370	69316598	69316598
7077	Salto de Agua	PRI	PRD	PAN-PRD	N	Z	0	1976654	1976654	2176700	2176700	2759044	2759044	3985113	3985113	4901245	4901245	4396436	4396436	7168088	7168088	10927964	10927964	12430152	12430152	14911936	14911936	54508890	54508890	0	0	77623324	77623324	87351720	87351720	90790600	90790600	100190835	100190835	122459149	122459149	138157237	138157237	155054592	155054592	182290302	182290302	0	0
7078	San Cristóbal de las Casas	PRI	PRI	PAN-PRD	N	Z	0	9294567	9294567	12786900	12786900	11663227	11663227	15630493	15630493	25637593	25637593	18084742	18084742	22277718	22277718	26969502	26969502	48288008	48288008	48630341	48630341	74348638	74348638	76101404	76101404	137111369	137111369	180151845	180151845	182291914	182291914	180879233	180879233	227977656	227977656	286342942	286342942	311628610	311628610	310250134	310250134	435739849	435739849
7079	San Fernando	PRI	PAN	PAN-PRD	N	Z	0	1228518	1228518	1673100	1673100	1767731	1767731	2877831	2877831	2425170	2425170	2711056	2711056	3437785	3437785	5490594	5490594	6348596	6348596	7968622	7968622	9275540	9275540	0	0	41785231	41785231	45160180	45160180	49925769	49925769	55477472	55477472	75164176	75164176	91649245	91649245	95163956	95163956	114357254	114357254	101722486	101722486
7080	Siltepec	PRI	Other	PRI	N	Z	0	1121465	1121465	1507500	1507500	1510208	1510208	2198501	2198501	2465221	2465221	2487555	2487555	3476704	3476704	5257613	5257613	7573732	7573732	8431591	8431591	11687919	11687919	0	0	55303797	55303797	53172464	53172464	57302067	57302067	61897517	61897517	87801911	87801911	0	0	100727539	100727539	69651004	69651004	0	0
7081	Simojovel	PRI	Other	PRI	N	Z	0	1766096	1766096	1731200	1731200	1909195	1909195	3735799	3735799	4144591	4144591	3800960	3800960	5015834	5015834	7250710	7250710	9021382	9021382	10030895	10030895	13744596	13744596	0	0	53899510	53899510	58938026	58938026	64453271	64453271	64566495	64566495	80258317	80258317	83418677	83418677	124222028	124222028	165786948	165786948	126129810	126129810
7082	Sitalá	PRI	PRI	PAN-PRD	N	Z	0	708562	708562	944700	944700	885469	885469	1525000	1525000	1265897	1265897	1513501	1513501	2093310	2093310	3600149	3600149	4657228	4657228	5996819	5996819	6545771	6545771	0	0	18940737	18940737	20063989	20063989	29106277	29106277	25149789	25149789	33799351	33799351	37524360	37524360	51916686	51916686	55471116	55471116	52721521	52721521
7083	Socoltenango	PRI	PRD	PAN-PRD	N	Z	0	830823	830823	1037700	1037700	1196519	1196519	2400340	2400340	2699487	2699487	2429031	2429031	3165730	3165730	4566793	4566793	5419580	5419580	5552956	5552956	7285941	7285941	0	0	28184973	28184973	26520633	26520633	37095586	37095586	31685785	31685785	37707397	37707397	44547740	44547740	55509614	55509614	64465659	64465659	53571478	53571478
7084	Solosuchiapa	PRI	PAN	PAN-PRD	N	Z	0	652992	652992	759900	759900	1322592	1322592	1981962	1981962	2354024	2354024	1586641	1586641	1490186	1490186	3947033	3947033	3428544	3428544	3790025	3790025	4598714	4598714	0	0	12024539	12024539	13451141	13451141	17004953	17004953	17048330	17048330	25886078	25886078	26290977	26290977	32921413	32921413	40249537	40249537	0	0
7085	Soyaló	PRD	PRI	PAN-PRD	N	Z	0	555159	555159	917900	917900	746762	746762	965021	965021	1172477	1172477	1239884	1239884	1492116	1492116	2503287	2503287	2630918	2630918	6823895	6823895	8275444	8275444	0	0	13568507	13568507	13559568	13559568	19717098	19717098	17118139	17118139	33479371	33479371	30460007	30460007	23834195	23834195	25902230	25902230	25572579	25572579
7086	Suchiapa	PRI	PAN	Other	N	Z	0	813518	813518	1065100	1065100	1261993	1261993	2406752	2406752	2287551	2287551	1544180	1544180	2294437	2294437	3300848	3300848	5007036	5007036	4798355	4798355	6364363	6364363	0	0	19492515	19492515	25755342	25755342	29547590	29547590	25253286	25253286	33473998	33473998	0	0	78688744	78688744	53591445	53591445	61224556	61224556
7087	Suchiate	PRI	PAN	Other	N	S	0	1578233	1578233	2007800	2007800	1936180	1936180	3542481	3542481	4140221	4140221	4637562	4637562	6279719	6279719	8194606	8194606	10270707	10270707	11071848	11071848	14886606	14886606	0	0	36602649	36602649	37409618	37409618	47686566	47686566	43918400	43918400	80440317	80440317	0	0	67128475	67128475	67205246	67205246	67596821	67596821
7088	Sunuapa	Other	PRI	PAN-PRD	N	Z	0	560288	560288	737100	737100	668407	668407	1345000	1345000	880932	880932	1033931	1033931	1405023	1405023	1976840	1976840	2871806	2871806	3289295	3289295	7469762	7469762	0	0	7259493	7259493	14709172	14709172	19943735	19943735	9295033	9295033	18920658	18920658	24223843	24223843	22727114	22727114	27053711	27053711	27578890	27578890
7089	Tapachula	PAN-PRD	PRI	PAN-PRD	N	S	0	28198287	28198287	27720000	27720000	28208316	28208316	41792209	41792209	57770961	57770961	53306279	53306279	61425229	61425229	90347456	90347456	115265291	115265291	143573669	143573669	247472864	247472864	312158076	312158076	307505962	307505962	314585401	314585401	367897053	367897053	428035554	428035554	619118589	619118589	648954143	648954143	692622550	692622550	767111413	767111413	0	0
7090	Tapalapa	PAN-PRD	PRI	PAN-PRD	N	Z	0	601189	601189	608000	608000	683615	683615	1013357	1013357	1177293	1177293	1288131	1288131	1594510	1594510	2790516	2790516	3673776	3673776	3420301	3420301	4088608	4088608	0	0	9912474	9912474	14157340	14157340	11015105	11015105	11724381	11724381	15253386	15253386	15584440	15584440	18402391	18402391	17174886	17174886	20751462	20751462
7091	Tapilula	PRI	PAN	PRI	N	Z	0	589072	589072	648200	648200	837590	837590	1491090	1491090	1932742	1932742	1342331	1342331	1851100	1851100	2939756	2939756	3482524	3482524	3697837	3697837	4715882	4715882	0	0	14087849	14087849	13471832	13471832	13741248	13741248	15598505	15598505	22320837	22320837	27801380	27801380	0	0	23756859	23756859	0	0
7092	Tecpatán	PAN-PRD	PRI	PRI	N	Z	0	1483023	1483023	1763100	1763100	1789459	1789459	3469048	3469048	2786667	2786667	2869186	2869186	4109433	4109433	6460859	6460859	6810896	6810896	9357222	9357222	12006849	12006849	0	0	46123021	46123021	0	0	0	0	71821271	71821271	121761830	121761830	129983513	129983513	144161689	144161689	173813534	173813534	112169835	112169835
7093	Tenejapa	PAN-PRD	PRD	PAN-PRD	N	Z	0	711993	711993	1219900	1219900	1409222	1409222	2669000	2669000	3721313	3721313	1979032	1979032	3134880	3134880	3648520	3648520	4152535	4152535	6005844	6005844	7396709	7396709	0	0	10129695	10129695	52719428	52719428	73267927	73267927	70994271	70994271	83636308	83636308	78286620	78286620	143764482	143764482	145221840	145221840	143957441	143957441
7094	Teopisca	PRI	PRI	PAN-PRD	N	Z	0	1105894	1105894	1296800	1296800	1235952	1235952	2641000	2641000	4146155	4146155	2524313	2524313	2786670	2786670	6905373	6905373	7445851	7445851	6274838	6274838	6643065	6643065	0	0	40993648	40993648	47893445	47893445	51232469	51232469	48875795	48875795	64609728	64609728	96461540	96461540	80783726	80783726	100150718	100150718	92987102	92987102
7096	Tila	PRI	Other	Other	N	Z	0	1602074	1602074	2020900	2020900	1956575	1956575	3263238	3263238	3382257	3382257	3424567	3424567	4855168	4855168	6107343	6107343	10061379	10061379	10863742	10863742	14719084	14719084	0	0	84222132	84222132	98290003	98290003	115556646	115556646	0	0	168234439	168234439	178607043	178607043	191755829	191755829	255603835	255603835	215215112	215215112
7097	Tonalá	PRI	PAN	PAN-PRD	N	D	0	3804005	3804005	4065500	4065500	5106845	5106845	7035768	7035768	7996628	7996628	7085744	7085744	10051376	10051376	15146678	15146678	22823008	22823008	24920718	24920718	37645876	37645876	0	0	36539997	36539997	109522511	109522511	123623956	123623956	100084773	100084773	150624853	150624853	154613482	154613482	154905461	154905461	216527026	216527026	161114502	161114502
7098	Totolapa	PAN-PRD	PRI	PAN-PRD	N	Z	0	539490	539490	807900	807900	760371	760371	1044574	1044574	1030031	1030031	1131741	1131741	1541261	1541261	2387640	2387640	3036101	3036101	5448016	5448016	4177820	4177820	0	0	12440920	12440920	12615735	12615735	14494349	14494349	16227763	16227763	21297948	21297948	24839378	24839378	22911728	22911728	25860601	25860601	24715851	24715851
7099	La Trinitaria	PRI	Other	PRI	N	Z	0	2261640	2261640	3243800	3243800	3465932	3465932	4730006	4730006	4870163	4870163	4928592	4928592	17804554	17804554	21794839	21794839	13571705	13571705	16142381	16142381	27588422	27588422	0	0	85228862	85228862	92290855	92290855	106524573	106524573	0	0	121811596	121811596	150340645	150340645	220468330	220468330	224472489	224472489	165940022	165940022
7100	Tumbalá	PRI	PAN	Other	N	Z	0	1328592	1328592	2040000	2040000	1567573	1567573	1837144	1837144	2812821	2812821	0	0	3611594	3611594	4961709	4961709	6395019	6395019	7711875	7711875	9477454	9477454	10309274	10309274	41928832	41928832	42203186	42203186	47473448	47473448	50955065	50955065	60987258	60987258	0	0	81056738	81056738	100242914	100242914	101169752	101169752
7101	Tuxtla Gutiérrez	PRI	PRD	PAN-PRD	N	Z	0	34585635	34585635	46406500	46406500	50296134	50296134	64388087	64388087	76573766	76573766	76288668	76288668	101397275	101397275	126721431	126721431	172747228	172747228	207354688	207354688	475106916	475106916	571596988	571596988	529282240	529282240	535564976	535564976	742258727	742258727	985198054	985198054	1343637911	1343637911	1307497881	1307497881	1462691781	1462691781	1626746066	1626746066	1625900967	1625900967
7102	Tuxtla Chico	PAN	PRI	PAN-PRD	N	S	0	1083889	1083889	1614500	1614500	1371118	1371118	2782783	2782783	3160090	3160090	3377686	3377686	4742640	4742640	8324951	8324951	8100387	8100387	8664121	8664121	11686698	11686698	0	0	24436237	24436237	44182601	44182601	51327476	51327476	50111030	50111030	64493408	64493408	67415723	67415723	72293157	72293157	92316649	92316649	100983940	100983940
7103	Tuzantán	PAN	PAN	PAN-PRD	N	S	0	784303	784303	939800	939800	1077435	1077435	1772000	1772000	2177146	2177146	0	0	2768431	2768431	4020523	4020523	5250090	5250090	6523907	6523907	8343410	8343410	0	0	19851943	19851943	30875836	30875836	34507517	34507517	37013195	37013195	39915341	39915341	47258848	47258848	52805807	52805807	61775997	61775997	58827284	58827284
7104	Tzimol	PRI	PRD	PRI	N	Z	0	811327	811327	1039800	1039800	1162604	1162604	1398686	1398686	1609318	1609318	1708961	1708961	2611021	2611021	4213464	4213464	4991098	4991098	5465341	5465341	7586877	7586877	0	0	15125265	15125265	19180684	19180684	22344443	22344443	29015475	29015475	31688774	31688774	49451528	49451528	37571858	37571858	53020299	53020299	48640442	48640442
7105	Unión Juárez	PRD	PAN	Other	N	S	0	805570	805570	1219000	1219000	1026401	1026401	1772084	1772084	1509218	1509218	1561909	1561909	2317225	2317225	4450822	4450822	4156422	4156422	4642372	4642372	5728147	5728147	0	0	19605885	19605885	18697685	18697685	20280316	20280316	22272817	22272817	27946069	27946069	32310846	32310846	32669151	32669151	34640163	34640163	32492737	32492737
7106	Venustiano Carranza	PAN-PRD	PAN	PAN-PRD	N	Z	0	1954218	1954218	3448400	3448400	3034927	3034927	4685000	4685000	3610675	3610675	5125073	5125073	7152617	7152617	10517104	10517104	13550070	13550070	13290199	13290199	18284814	18284814	0	0	58950412	58950412	60926454	60926454	79431384	79431384	72804172	72804172	102553109	102553109	106040813	106040813	105706709	105706709	118988425	118988425	117271348	117271348
7107	Villa Corzo	PRI	PRI	PAN-PRD	N	S	0	2402922	2402922	3313800	3313800	3640004	3640004	4980512	4980512	6224957	6224957	4815412	4815412	7040234	7040234	10285197	10285197	13932743	13932743	17031539	17031539	22467118	22467118	0	0	89180930	89180930	95358095	95358095	98447966	98447966	99924325	99924325	126204240	126204240	121614297	121614297	133965699	133965699	159087053	159087053	160856488	160856488
