Nombre	1990 E	1990 I	1990 T	1990 H	1991 E	1991 I	1991 T	1991 H	1992 E	1992 I	1992 T	1992 H	1993 E	1993 I	1993 T	1993 H	1994 E	1994 I	1994 T	1994 H	1995 E	1995 I	1995 T	1995 H	1996 E	1996 I	1996 T	1996 H	1997 E	1997 I	1997 T	1997 H	1998 E	1998 I	1998 T	1998 H	1999 E	1999 I	1999 T	1999 H	2000 E	2000 I	2000 T	2000 H	2001 E	2001 I	2001 T	2001 H	2002 E	2002 I	2002 T	2002 H	2003 E	2003 I	2003 T	2003 H	2004 E	2004 I	2004 T	2004 H	2005 E	2005 I	2005 T	2005 H	2006 E	2006 I	2006 T	2006 H	2007 E	2007 I	2007 T	2007 H	2008 E	2008 I	2008 T	2008 H	2009 E	2009 I	2009 T	2009 H	2010E	2010 I	2010 T	2010 H
Ahuacatlán	456615	456615	9	3	593006	593006	5	3	749439	749439	2	0	777371	777371	5	2	1247535	1247535	8	1	1548919	1548919	9	0	2620492	2620492	4	0	3311480	3311480	4	0	4170958	4170958	8	3	3451393	3451393	2	0	4291613	4291613	8	2	21443729	21443729	10	3	22300512	22300512	13	0	25652493	25652493	11	1	27400198	27400198	4	1	28169097	28169097	5	0	39770707	39770707	10	1	0	0	9	1	0	0	9	1	44728632	44728632	4	0	0	0	8	3
Ahuacuotzingo	664159	664159	9	20	1129070	1129070	24	14	1241979	1241979	36	25	2732000	2732000	39	23	2965618	2965618	18	10	4225656	4225656	18	6	5084989	5084989	25	13	2043989	2043989	19	7	2930584	2930584	23	4	0	0	15	3	21345588	21345588	17	3	25608753	25608753	21	4	0	0	11	5	17529243	17529243	21	8	25731434	25731434	18	9	28658348	28658348	10	5	36763881	36763881	21	5	44314054	44314054	20	6	0	0	19	8	50280581	50280581	18	5	54839657	54839657	22	7
Ahualulco	1165580	1165580	9	2	1362871	1362871	20	7	2711398	2711398	15	4	1816977	1816977	10	3	2262577	2262577	17	3	2625061	2625061	17	3	3697735	3697735	15	4	4774536	4774536	15	3	12887399	12887399	15	3	17250483	17250483	18	5	19785723	19785723	12	4	23502747	23502747	14	2	31007491	31007491	18	1	30895584	30895584	6	0	31762367	31762367	13	3	34694399	34694399	13	3	40060132	40060132	11	2	44455266	44455266	17	1	51551447	51551447	14	3	55920801	55920801	12	2	51815824	51815824	14	2
Ahualulco de Mercado	3259582	3259582	9	1	2261927	2261927	11	1	3569759	3569759	12	5	3652639	3652639	9	2	3777837	3777837	11	1	5228171	5228171	15	1	6319826	6319826	9	0	8255645	8255645	13	1	11972794	11972794	6	1	15301937	15301937	9	1	19168816	19168816	13	2	22653033	22653033	6	1	27522491	27522491	8	3	25852236	25852236	12	1	33375952	33375952	12	2	57749864	57749864	8	0	46033344	46033344	16	0	53118942	53118942	11	1	67188471	67188471	10	1	73589195	73589195	7	2	55528072	55528072	14	1
Ahuatlán	137924	137924	9	1	185800	185800	2	1	336021	336021	3	1	369623	369623	1	0	625292	625292	1	0	926463	926463	3	2	1538107	1538107	0	0	1990799	1990799	0	0	2295485	2295485	5	1	2530845	2530845	3	3	3009883	3009883	2	0	5460666	5460666	1	1	7955505	7955505	1	1	7343743	7343743	4	1	9335399	9335399	0	0	8642525	8642525	0	0	10999539	10999539	0	0	0	0	4	1	0	0	1	0	17959163	17959163	0	0	0	0	1	0
Ahuazotepec	313276	313276	9	2	363009	363009	5	1	653417	653417	10	1	718759	718759	7	2	761434	761434	2	2	886817	886817	2	0	1714756	1714756	1	0	1967713	1967713	4	2	2244300	2244300	6	0	2681591	2681591	5	2	3857175	3857175	8	1	0	0	7	3	13811033	13811033	6	1	11563756	11563756	6	0	14977334	14977334	11	0	12750352	12750352	13	2	15460886	15460886	8	0	15927635	15927635	4	0	0	0	5	1	23489225	23489225	6	1	0	0	4	0
Ahuehuetitla	147615	147615	9	1	250946	250946	1	1	451703	451703	1	0	248250	248250	0	0	617902	617902	3	1	1198998	1198998	2	0	1575314	1575314	4	0	1977882	1977882	8	1	2059512	2059512	2	1	2451709	2451709	2	0	3052361	3052361	1	0	0	0	0	0	3067064	3067064	5	0	5145312	5145312	1	0	5752736	5752736	0	0	6405750	6405750	0	0	6405022	6405022	1	0	7402980	7402980	2	0	0	0	2	0	0	0	2	0	0	0	2	1
Ahumada	1649690	1649690	9	0	3602972	3602972	19	3	4494865	4494865	11	1	7385362	7385362	3	1	9311495	9311495	10	2	10384301	10384301	9	2	9513739	9513739	12	0	7810145	7810145	13	3	15883152	15883152	7	3	15881349	15881349	7	3	21777020	21777020	7	2	27732504	27732504	10	1	26408516	26408516	13	7	24833842	24833842	5	3	25835490	25835490	10	3	27210406	27210406	7	1	35405488	35405488	11	1	35050945	35050945	14	3	38124813	38124813	38	24	46822973	46822973	24	7	0	0	35	13
Ajacuba	745362	745362	9	0	779022	779022	2	1	1846254	1846254	12	1	2014144	2014144	5	0	2254266	2254266	4	0	3145673	3145673	5	0	8127779	8127779	5	1	4464334	4464334	9	0	9201204	9201204	6	0	11134548	11134548	9	3	13822486	13822486	6	2	16859682	16859682	4	1	16596433	16596433	10	0	16822651	16822651	6	0	18237707	18237707	5	0	19331106	19331106	8	0	23653244	23653244	4	0	32961629	32961629	7	0	33328178	33328178	7	1	29373915	29373915	9	1	43759942	43759942	1	0
Ajalpan	0	0	9	1	0	0	13	0	2539600	2539600	15	4	2861719	2861719	13	2	2735711	2735711	16	3	2995132	2995132	20	2	4458515	4458515	14	4	5999704	5999704	14	2	8710531	8710531	26	8	12376889	12376889	24	7	15217849	15217849	14	0	0	0	25	6	60970674	60970674	16	0	65230911	65230911	17	4	73600157	73600157	25	6	0	0	25	1	72659657	72659657	15	1	0	0	21	5	0	0	21	7	164041906	164041906	16	3	0	0	20	1
Ajuchitlán del Progreso	864868	864868	9	21	1470276	1470276	23	13	1617305	1617305	39	26	2264226	2264226	13	8	3222224	3222224	19	13	5101761	5101761	42	33	6304350	6304350	29	17	2886211	2886211	42	19	3569357	3569357	35	16	0	0	21	14	32299580	32299580	16	7	41428290	41428290	15	9	50598162	50598162	24	12	52295128	52295128	20	10	57244003	57244003	15	8	56908009	56908009	20	7	68291110	68291110	24	14	69108917	69108917	30	15	0	0	20	11	69942550	69942550	42	36	105690004	105690004	27	17
Akil	389090	389090	9	0	458338	458338	0	0	335450	335450	2	0	746111	746111	6	0	967046	967046	1	0	1292524	1292524	4	0	1953312	1953312	5	0	2570404	2570404	2	2	3258967	3258967	0	0	3753123	3753123	3	0	5135483	5135483	9	1	2749133	2749133	3	0	11373367	11373367	7	0	12552720	12552720	9	2	13356621	13356621	1	0	15029078	15029078	2	0	17544006	17544006	4	0	18045174	18045174	2	0	22754673	22754673	3	0	27359823	27359823	6	0	28016591	28016591	4	0
Álamo Temapache	2491767	2491767	9	33	3322321	3322321	70	13	4329298	4329298	54	17	5434671	5434671	47	10	5683179	5683179	50	7	6576457	6576457	30	4	7915841	7915841	33	6	9769242	9769242	45	13	13865329	13865329	45	16	18535246	18535246	32	10	15535191	15535191	33	12	87888320	87888320	31	6	96259559	96259559	49	5	97614820	97614820	42	4	98434513	98434513	32	5	114516232	114516232	54	4	126145552	126145552	48	6	147036631	147036631	49	0	186478489	186478489	52	3	229314091	229314091	71	13	210632725	210632725	51	7
Alamos	2764542	2764542	9	11	3934809	3934809	15	6	5111185	5111185	28	19	6104937	6104937	28	13	5176575	5176575	28	17	6212071	6212071	35	22	8361789	8361789	20	7	11063886	11063886	27	13	21295702	21295702	28	19	26929468	26929468	25	14	31185013	31185013	27	5	37426131	37426131	12	4	41535274	41535274	27	15	46235042	46235042	18	10	49294218	49294218	24	12	59905851	59905851	25	12	70066660	70066660	16	7	72430855	72430855	32	14	82004940	82004940	30	11	80156124	80156124	29	17	89531525	89531525	23	8
Alaquines	934993	934993	9	3	1118320	1118320	5	1	1336791	1336791	2	0	1722297	1722297	5	1	1971631	1971631	4	0	2088394	2088394	1	1	2785356	2785356	5	1	3217539	3217539	1	1	4411799	4411799	5	1	8414549	8414549	3	2	8621089	8621089	3	0	11003715	11003715	2	0	12508703	12508703	2	1	14192249	14192249	4	1	14978628	14978628	5	1	16672996	16672996	5	1	18491002	18491002	5	1	17119274	17119274	3	0	23058525	23058525	4	2	24231378	24231378	2	0	26336724	26336724	4	0
Albino Zertuche	123282	123282	9	0	204265	204265	1	0	216137	216137	2	0	229007	229007	0	0	541138	541138	0	0	821130	821130	1	1	1439989	1439989	0	0	2010349	2010349	1	0	2502617	2502617	3	0	2131664	2131664	1	0	3018445	3018445	1	1	0	0	1	1	4545425	4545425	0	0	5291229	5291229	2	0	4825964	4825964	1	0	5750683	5750683	2	0	6064081	6064081	0	0	7172928	7172928	3	0	0	0	2	0	7663333	7663333	0	0	0	0	1	0
Alcozauca de Guerrero	954278	954278	9	8	1622273	1622273	10	3	1784500	1784500	14	10	2040652	2040652	7	3	3645084	3645084	6	3	5152634	5152634	18	12	6601336	6601336	14	9	1775437	1775437	16	6	2620921	2620921	11	3	0	0	4	2	16014263	16014263	6	1	5749245	5749245	4	0	23938444	23938444	11	7	19562511	19562511	15	3	17759188	17759188	9	6	23194638	23194638	15	7	29083350	29083350	10	4	30917747	30917747	4	1	0	0	10	3	40117121	40117121	9	4	0	0	9	4
Aldama	0	0	9	0	0	0	19	7	0	0	18	6	0	0	22	6	0	0	17	2	0	0	13	2	0	0	30	0	0	0	19	2	0	0	14	3	380538	380538	19	0	2189863	2189863	21	1	0	0	13	2	9043854	9043854	9	1	7291596	7291596	11	0	7906553	7906553	15	2	8833531	8833531	6	4	12499832	12499832	17	3	13304519	13304519	17	2	14584186	14584186	16	3	18609161	18609161	17	3	16545668	16545668	20	4
Aldama	1230789	1230789	9	0	3088001	3088001	19	7	4983429	4983429	18	6	4410769	4410769	22	6	4411509	4411509	17	2	5371825	5371825	13	2	7940548	7940548	30	0	6607655	6607655	19	2	15879152	15879152	14	3	27531027	27531027	19	0	32229167	32229167	21	1	24731125	24731125	13	2	34072978	34072978	9	1	32822600	32822600	11	0	33372648	33372648	15	2	34162441	34162441	6	4	48179505	48179505	17	3	38344914	38344914	17	2	50196312	50196312	16	3	58337646	58337646	17	3	63708887	63708887	20	4
Aldama	1550870	1550870	9	0	2324176	2324176	19	7	2713137	2713137	18	6	3079889	3079889	22	6	4232255	4232255	17	2	3411367	3411367	13	2	6021496	6021496	30	0	8856920	8856920	19	2	20683354	20683354	14	3	25518711	25518711	19	0	30517491	30517491	21	1	32008831	32008831	13	2	0	0	9	1	36758429	36758429	11	0	36914819	36914819	15	2	46201228	46201228	6	4	75545377	75545377	17	3	52979988	52979988	17	2	59958076	59958076	16	3	63984259	63984259	17	3	68328194	68328194	20	4
Alfajayucan	667256	667256	9	1	1010709	1010709	13	2	1705470	1705470	13	0	2130148	2130148	10	1	2383859	2383859	12	0	2789745	2789745	12	1	3186008	3186008	15	0	6249766	6249766	15	0	13671366	13671366	14	4	21513105	21513105	16	3	19081298	19081298	11	3	21921218	21921218	14	0	22316458	22316458	8	0	19624009	19624009	12	0	22719051	22719051	6	0	25677763	25677763	7	1	25582383	25582383	9	1	31608090	31608090	8	0	40867522	40867522	14	0	39303154	39303154	19	3	41486552	41486552	10	1
Aljojuca	219035	219035	9	3	328498	328498	2	0	425198	425198	1	0	468736	468736	7	2	792324	792324	4	2	876888	876888	1	0	1452459	1452459	3	0	1803995	1803995	5	0	2190681	2190681	7	1	2462637	2462637	4	0	3270105	3270105	1	0	0	0	2	0	8794107	8794107	1	0	10293070	10293070	2	0	9317321	9317321	0	0	0	0	3	2	14693881	14693881	2	0	0	0	4	0	0	0	5	1	16762705	16762705	2	0	0	0	3	0
Allende	2417257	2417257	9	0	3230082	3230082	19	0	4332265	4332265	16	0	4291730	4291730	14	0	5745451	5745451	13	1	3512458	3512458	13	1	4738415	4738415	10	0	5959945	5959945	7	0	8478395	8478395	20	1	10816866	10816866	15	1	18823612	18823612	12	0	15731179	15731179	19	0	25709178	25709178	15	0	25043138	25043138	13	0	26325498	26325498	10	0	32602844	32602844	18	0	38535436	38535436	13	0	34227613	34227613	19	2	39210856	39210856	17	1	37692598	37692598	25	6	48295421	48295421	14	5
Allende	985353	985353	9	0	2663647	2663647	19	0	4628642	4628642	16	0	5737285	5737285	14	0	5320227	5320227	13	1	2609350	2609350	13	1	2957878	2957878	10	0	4504534	4504534	7	0	8635114	8635114	20	1	12043990	12043990	15	1	14106351	14106351	12	0	15686268	15686268	19	0	19092401	19092401	15	0	16993811	16993811	13	0	17949080	17949080	10	0	20083879	20083879	18	0	26480430	26480430	13	0	24320161	24320161	19	2	27022439	27022439	17	1	29793484	29793484	25	6	32202391	32202391	14	5
Allende	5742998	5742998	9	0	6547812	6547812	19	0	7366651	7366651	16	0	11173147	11173147	14	0	11518196	11518196	13	1	14411057	14411057	13	1	15608597	15608597	10	0	16356179	16356179	7	0	22797837	22797837	20	1	31538843	31538843	15	1	34931055	34931055	12	0	47721472	47721472	19	0	60570030	60570030	15	0	59346020	59346020	13	0	62786433	62786433	10	0	70778506	70778506	18	0	74317767	74317767	13	0	83311883	83311883	19	2	108665522	108665522	17	1	114902037	114902037	25	6	149115503	149115503	14	5
Almoloya	581531	581531	9	2	828990	828990	4	0	1341146	1341146	6	1	1585094	1585094	5	0	1834867	1834867	10	0	2114086	2114086	4	1	3170061	3170061	3	1	3743230	3743230	5	1	8092656	8092656	8	0	10453068	10453068	3	0	12882056	12882056	2	1	14019927	14019927	4	1	14201435	14201435	4	0	14498969	14498969	3	0	17242406	17242406	4	0	18602090	18602090	2	0	19454847	19454847	3	0	23694967	23694967	4	0	27908331	27908331	5	1	27670018	27670018	6	1	27399368	27399368	3	0
Almoloya de Alquisiras	1678634	1678634	9	1	1944631	1944631	20	12	3551481	3551481	12	5	6146144	6146144	15	12	4993540	4993540	11	9	7300596	7300596	12	4	7000000	7000000	16	5	8660390	8660390	11	4	12528416	12528416	11	6	17466634	17466634	17	4	21597159	21597159	11	4	0	0	8	3	37910133	37910133	11	2	41967348	41967348	8	2	43947123	43947123	10	1	45560962	45560962	9	2	66851829	66851829	11	3	73152256	73152256	9	0	81371252	81371252	10	1	73051176	73051176	11	3	72463700	72463700	7	2
Almoloya de Juárez	4392125	4392125	9	34	3598771	3598771	88	39	6167824	6167824	85	28	7717116	7717116	115	69	12664968	12664968	79	33	17287861	17287861	73	33	22457219	22457219	94	32	20706118	20706118	74	28	47200951	47200951	77	29	68048254	68048254	64	31	85444699	85444699	66	23	125121542	125121542	66	27	138904614	138904614	72	20	177088789	177088789	72	23	173754834	173754834	73	14	224831894	224831894	69	23	237658947	237658947	74	31	350791657	350791657	75	15	379130643	379130643	103	18	423826784	423826784	76	18	372795000	372795000	75	17
Almoloya del Río	1879653	1879653	9	2	1127083	1127083	4	3	992859	992859	3	2	2000734	2000734	3	1	2854238	2854238	2	2	3361716	3361716	2	0	3791109	3791109	4	0	5801078	5801078	6	1	8756464	8756464	4	4	9107340	9107340	5	2	0	0	4	1	0	0	4	1	13220968	13220968	4	1	0	0	4	1	0	0	3	2	23118743	23118743	4	0	28892132	28892132	7	2	31409391	31409391	2	0	34329800	34329800	7	1	36602663	36602663	3	0	39104700	39104700	6	0
Alpatláhuac	265154	265154	9	3	312079	312079	7	1	382461	382461	1	0	590820	590820	5	3	958837	958837	5	2	982851	982851	5	2	1449374	1449374	6	4	1248593	1248593	4	1	2018484	2018484	10	3	2524574	2524574	3	0	0	0	8	2	9331180	9331180	1	0	9760944	9760944	6	2	9895646	9895646	3	3	6010216	6010216	4	1	12540299	12540299	1	0	13997164	13997164	2	0	15362122	15362122	2	0	23031716	23031716	4	1	21424329	21424329	3	0	20596983	20596983	9	2
Alpoyeca	398407	398407	9	1	677292	677292	2	0	745023	745023	5	2	1524300	1524300	6	5	1761847	1761847	4	1	2080568	2080568	5	0	3632696	3632696	7	0	2100175	2100175	5	1	1967155	1967155	5	3	0	0	4	2	4948485	4948485	5	1	8637324	8637324	6	2	6772592	6772592	2	1	6883843	6883843	5	2	9109696	9109696	1	1	7768136	7768136	10	7	9709975	9709975	6	2	11554678	11554678	2	0	21013897	21013897	3	0	14631685	14631685	5	0	0	0	7	2
Altamira	12295749	12295749	9	9	20396243	20396243	42	7	19846819	19846819	64	13	20368000	20368000	66	6	27016697	27016697	54	7	30891833	30891833	60	10	37838911	37838911	58	3	49287730	49287730	58	10	73543591	73543591	53	7	128735513	128735513	57	3	145753383	145753383	43	4	201069083	201069083	61	8	206689393	206689393	55	3	374066060	374066060	54	3	353732956	353732956	58	5	456555995	456555995	63	6	489431940	489431940	79	6	487957116	487957116	82	10	597714030	597714030	77	9	638324994	638324994	97	11	620634612	620634612	123	31
Altamirano	1317407	1317407	9	3	1816200	1816200	2	3	1393990	1393990	5	0	1898837	1898837	5	1	2949563	2949563	18	4	328046	328046	5	1	4710284	4710284	4	1	5439480	5439480	4	0	7923536	7923536	5	2	7881112	7881112	18	4	10918307	10918307	9	0	0	0	7	1	41083615	41083615	8	2	45142661	45142661	6	1	41347252	41347252	2	0	44633757	44633757	6	0	49366286	49366286	8	1	0	0	10	0	93403762	93403762	10	0	132225937	132225937	9	0	89785532	89785532	7	0
Altar	872882	872882	9	1	1117246	1117246	6	0	1624018	1624018	5	0	1812221	1812221	3	1	2194008	2194008	4	0	2035214	2035214	5	0	3585803	3585803	10	2	3624076	3624076	4	0	6048938	6048938	5	0	7805788	7805788	9	3	9431704	9431704	3	0	11533780	11533780	7	1	12997638	12997638	7	1	12450198	12450198	4	1	12300188	12300188	4	2	13021416	13021416	6	0	15649416	15649416	16	9	16214338	16214338	7	4	19387154	19387154	10	3	19259303	19259303	14	9	23724458	23724458	11	1
Altepexi	587199	587199	9	2	998237	998237	6	0	808020	808020	1	1	879349	879349	3	0	1235653	1235653	5	0	1390465	1390465	3	0	2401912	2401912	2	1	2745442	2745442	8	2	3365680	3365680	4	2	3540988	3540988	0	0	4828685	4828685	8	0	0	0	7	1	15809060	15809060	5	2	16200526	16200526	7	1	15291635	15291635	2	0	16824312	16824312	7	1	21944145	21944145	6	1	22938329	22938329	7	0	22643500	22643500	4	0	0	0	6	0	0	0	8	1
Alto Lucero de Gutiérrez Barrios	467736	467736	9	1	632461	632461	9	1	1257867	1257867	8	1	1790658	1790658	8	1	3027575	3027575	6	1	2801879	2801879	8	0	4024058	4024058	10	1	5516246	5516246	9	1	7139591	7139591	15	0	18037499	18037499	12	5	12328888	12328888	14	1	28086522	28086522	9	3	31086860	31086860	17	2	25570000	25570000	7	0	32743019	32743019	13	4	36293954	36293954	7	0	43701971	43701971	20	2	44313726	44313726	11	1	51068238	51068238	16	0	67952656	67952656	21	1	58415342	58415342	16	0
Altotonga	678628	678628	9	10	910192	910192	21	11	1304227	1304227	27	15	1885089	1885089	22	10	3668965	3668965	27	14	4136861	4136861	28	19	3467555	3467555	39	27	11710544	11710544	43	24	5822619	5822619	25	12	30793596	30793596	30	11	8570216	8570216	21	8	45634502	45634502	30	13	57348577	57348577	30	8	50390000	50390000	26	16	56915756	56915756	29	13	74921080	74921080	31	8	81960629	81960629	31	13	84725772	84725772	36	10	103967950	103967950	21	6	114747298	114747298	34	12	122334847	122334847	30	9
Alvarado	1415617	1415617	9	5	1614981	1614981	36	1	2770819	2770819	21	4	3591522	3591522	21	5	7902217	7902217	22	4	5444000	5444000	23	1	6343196	6343196	24	2	8058017	8058017	21	4	11330024	11330024	18	1	15597618	15597618	35	2	17621097	17621097	25	0	43712082	43712082	28	1	51989914	51989914	17	0	48120697	48120697	14	3	49906800	49906800	22	1	72456307	72456307	13	1	82631285	82631285	33	3	106857993	106857993	26	0	117820204	117820204	21	1	169501717	169501717	20	0	130853899	130853899	21	0
Álvaro Obregón	0	0	9	1	0	0	7	3	0	0	12	2	0	0	13	3	0	0	7	0	0	0	9	2	0	0	10	0	0	0	12	1	0	0	5	0	0	0	10	0	0	0	16	1	0	0	13	6	0	0	6	1	0	0	9	0	0	0	11	1	0	0	10	3	0	0	15	2	0	0	21	1	0	0	14	1	0	0	15	2	0	0	11	1
Álvaro Obregón	1005193	1005193	9	1	1101120	1101120	7	3	1698098	1698098	12	2	2018998	2018998	13	3	2290194	2290194	7	0	2378353	2378353	9	2	3585883	3585883	10	0	4514757	4514757	12	1	11683233	11683233	5	0	20512938	20512938	10	0	20990062	20990062	16	1	27544152	27544152	13	6	24770623	24770623	6	1	32112594	32112594	9	0	33890001	33890001	11	1	31801845	31801845	10	3	39325808	39325808	15	2	39035981	39035981	21	1	43229377	43229377	14	1	47915359	47915359	15	2	61054374	61054374	11	1
Amacueca	463999	463999	9	1	894588	894588	2	0	998292	998292	3	1	1054852	1054852	9	2	1182355	1182355	3	0	1343212	1343212	5	2	2597244	2597244	3	0	3944561	3944561	3	0	5040158	5040158	11	1	7901742	7901742	4	0	9303004	9303004	2	0	9690302	9690302	2	1	9427281	9427281	7	0	0	0	7	0	10686084	10686084	3	0	12652430	12652430	5	0	16102356	16102356	6	0	17846928	17846928	3	0	29580183	29580183	3	2	45186351	45186351	3	0	0	0	6	0
Amacuzac	332370	332370	9	4	500218	500218	12	5	779907	779907	12	4	818455	818455	8	3	1159187	1159187	17	5	2289780	2289780	10	5	3363213	3363213	9	4	4539041	4539041	12	1	4741174	4741174	9	5	7042191	7042191	7	5	0	0	11	3	26521499	26521499	17	5	28186252	28186252	14	3	31180578	31180578	6	0	37510244	37510244	11	3	49181732	49181732	9	1	45311684	45311684	7	2	41466749	41466749	8	1	60108284	60108284	22	6	50622908	50622908	11	0	77937358	77937358	14	3
Amanalco	1878065	1878065	9	11	1707743	1707743	17	10	2151057	2151057	15	6	3244671	3244671	17	8	4311864	4311864	13	6	2033870	2033870	15	9	8495649	8495649	8	3	7544530	7544530	16	7	14801296	14801296	12	4	20203728	20203728	11	3	26617564	26617564	12	2	36712584	36712584	9	0	43455446	43455446	12	4	56122606	56122606	8	1	42389916	42389916	25	4	58681496	58681496	8	4	70475857	70475857	12	2	66996447	66996447	18	3	104678087	104678087	22	2	111127367	111127367	9	1	102555207	102555207	13	6
Amatán	685625	685625	9	3	1282500	1282500	15	8	1002150	1002150	5	1	1538082	1538082	5	3	2065490	2065490	8	3	1842037	1842037	7	5	2331528	2331528	7	3	3617913	3617913	7	0	4265641	4265641	12	1	5523247	5523247	7	0	7660919	7660919	12	4	0	0	14	1	32346970	32346970	5	0	30839759	30839759	15	2	39606429	39606429	8	4	38221295	38221295	11	0	48551518	48551518	7	0	60312651	60312651	10	1	57909346	57909346	18	0	71707931	71707931	14	2	77371280	77371280	27	1
Amatenango de la Frontera	1063437	1063437	9	4	1316100	1316100	39	15	1914249	1914249	17	3	1839323	1839323	8	2	1852562	1852562	17	5	2496420	2496420	18	3	6644782	6644782	16	3	9817581	9817581	19	7	5943308	5943308	21	6	6587361	6587361	54	1	9158441	9158441	11	2	0	0	15	2	28222547	28222547	9	3	27661147	27661147	16	5	30306858	30306858	16	1	33965179	33965179	18	0	40921279	40921279	16	2	55929088	55929088	10	0	0	0	16	2	51214837	51214837	12	1	49819629	49819629	7	2
Amatenango del Valle	240692	240692	9	1	901400	901400	10	6	540261	540261	10	5	1185692	1185692	6	3	721733	721733	1	0	0	0	6	3	1465169	1465169	6	4	2075891	2075891	13	9	2468200	2468200	7	4	2723349	2723349	4	1	3409764	3409764	5	1	0	0	4	2	14749874	14749874	13	2	12903593	12903593	4	3	14341319	14341319	5	1	17636457	17636457	5	0	21872568	21872568	6	2	0	0	4	0	25023455	25023455	4	2	25671317	25671317	5	2	25994460	25994460	2	0
Amatepec	2867579	2867579	9	40	2507424	2507424	33	18	3876367	3876367	49	32	7277260	7277260	33	17	10372002	10372002	27	14	10026123	10026123	36	21	15294539	15294539	45	23	15788973	15788973	22	11	25956273	25956273	21	8	32515759	32515759	25	11	18678310	18678310	15	3	0	0	18	6	55366952	55366952	19	8	20164418	20164418	30	15	67163071	67163071	21	5	63461469	63461469	21	10	76365916	76365916	21	11	102248577	102248577	19	7	144106769	144106769	21	6	124031488	124031488	12	1	123331900	123331900	15	4
Amatitán	1129220	1129220	9	1	1661336	1661336	22	3	2106682	2106682	16	3	3151952	3151952	20	9	5842759	5842759	10	1	3085691	3085691	15	3	3802865	3802865	1	0	5309323	5309323	5	0	9212572	9212572	5	0	14776179	14776179	4	0	15168933	15168933	8	1	16262957	16262957	16	6	20005884	20005884	10	2	19628928	19628928	11	0	27472266	27472266	10	0	27422118	27422118	7	0	0	0	8	2	34015802	34015802	6	0	60765606	60765606	13	1	0	0	12	2	0	0	19	3
Amatitlán	245367	245367	9	2	351370	351370	5	0	467956	467956	3	0	805378	805378	4	0	827918	827918	3	1	1168000	1168000	8	4	1422418	1422418	4	0	1621128	1621128	9	2	2307862	2307862	2	0	3055867	3055867	3	0	3524480	3524480	2	0	7703161	7703161	1	0	8125421	8125421	6	0	8738292	8738292	3	0	9704017	9704017	4	0	13057046	13057046	1	0	11604079	11604079	7	0	12019477	12019477	6	0	14372911	14372911	3	1	20595821	20595821	0	0	16523632	16523632	4	2
Amatlán de Cañas	1351370	1351370	9	1	2257315	2257315	13	1	2552743	2552743	11	1	3040813	3040813	2	0	4413648	4413648	2	0	4402461	4402461	7	3	7654098	7654098	7	1	9374882	9374882	5	2	12710425	12710425	7	0	5364899	5364899	6	1	17606535	17606535	9	3	18097208	18097208	11	3	13937291	13937291	10	1	25710570	25710570	9	0	26357413	26357413	7	0	32015724	32015724	14	2	36149221	36149221	8	1	33763724	33763724	9	1	42073094	42073094	10	0	35846855	35846855	9	1	43716783	43716783	12	4
Amatlán de los Reyes	691459	691459	9	5	849375	849375	26	5	1282028	1282028	13	4	2595167	2595167	20	4	4311505	4311505	13	0	2829263	2829263	22	1	3902612	3902612	16	1	6429963	6429963	18	4	7465237	7465237	21	2	8730476	8730476	26	6	11292254	11292254	25	2	32627345	32627345	13	2	32701058	32701058	19	3	33205268	33205268	18	6	0	0	18	0	40399938	40399938	23	1	42725115	42725115	21	10	46018904	46018904	20	2	70411969	70411969	27	6	68100632	68100632	26	2	62725219	62725219	27	4
Amaxac de Guerrero	161544	161544	9	0	233374	233374	3	0	312827	312827	3	0	393889	393889	6	1	1854657	1854657	1	0	2341284	2341284	3	1	2571026	2571026	3	0	4446337	4446337	4	0	5953996	5953996	3	1	6173707	6173707	5	2	0	0	4	1	7614083	7614083	1	0	8474107	8474107	4	0	10735603	10735603	5	0	15248896	15248896	3	1	10972591	10972591	3	0	11627288	11627288	6	0	0	0	2	0	18107711	18107711	4	0	17705713	17705713	9	1	22450751	22450751	5	0
